taxon,COG_number,LFQ.intensity.HiSF_14spcs_m04_2_147,LFQ.intensity.HiSF_14spcs_m06_2_148,LFQ.intensity.HiSF_14spcs_m07_2_149,LFQ.intensity.HiSF_14spcs_m10_2_150,LFQ.intensity.HiSF_14spcs_m13_2_151,LFQ.intensity.HiSF_15spcs_m03_1_132,LFQ.intensity.HiSF_15spcs_m07_1_133,LFQ.intensity.HiSF_15spcs_m09_1_134,LFQ.intensity.HiSF_15spcs_m14_1_136,LFQ.intensity.PEFi_14spcs_m00_0_127,LFQ.intensity.PEFi_14spcs_m01_1_128,LFQ.intensity.PEFi_14spcs_m02_1_129,LFQ.intensity.PEFi_14spcs_m04_1_130,LFQ.intensity.PEFi_14spcs_m13_1_131,LFQ.intensity.PEFi_15spcs_m05_2_142,LFQ.intensity.PEFi_15spcs_m08_2_143,LFQ.intensity.PEFi_15spcs_m09_2_144,LFQ.intensity.PEFi_15spcs_m12_2_145,LFQ.intensity.PEFi_15spcs_m14_2_146
Bacteroides caccae TSDC17.2,COG1271,3001200,798100,460000,1038500,0,313210,935110,996440,891630,926720,616120,0,764230,794700,1370600,994500,1280000,347730,670560
Bacteroides caccae TSDC17.2,COG1287,5017600,4159000,4947200,4700000,4026500,2806900,3026100,5572800,4774400,588300,0,573370,0,676210,0,0,1160100,1739200,1233900
Bacteroides caccae TSDC17.2,COG1305,2718100,1072100,0,4284900,1852470,7025500,5888700,6266300,4470100,2965600,2493600,3211170,1967100,2981970,3628800,3824070,3998300,2120200,2671100
Bacteroides caccae TSDC17.2,COG1309,0,0,0,194120,0,0,744360,0,0,257230,141460,0,0,161460,0,398790,307200,0,344100
Bacteroides caccae TSDC17.2,COG1312,1026100,1605000,0,897890,1086800,0,0,0,0,0,0,528410,0,638770,0,934640,1220000,462720,718360
Bacteroides caccae TSDC17.2,COG1327,3460600,1611000,1332000,3519800,967360,0,7390400,0,0,14557000,14008000,10415000,4164600,17180000,15698000,7171300,8173500,1283100,466210
Bacteroides caccae TSDC17.2,COG1331,0,0,320700,0,0,0,0,922510,915880,634520,0,303720,671010,0,0,0,0,0,389480
Bacteroides caccae TSDC17.2,COG1359,0,476880,0,0,0,0,3335600,3720000,2725400,0,0,198480,0,0,0,595880,0,431490,0
Bacteroides caccae TSDC17.2,COG1360,0,0,0,0,0,0,359540,425110,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1373,0,0,0,0,0,715470,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1388,0,0,0,0,0,0,0,0,0,0,651010,0,0,0,0,0,2675000,0,0
Bacteroides caccae TSDC17.2,COG1390,83752000,31540000,36719000,23386000,37819000,822040,13137000,7058500,12609000,29292000,24378000,26346000,17517000,17523000,28079000,15531000,19758000,18367000,6330700
Bacteroides caccae TSDC17.2,COG1396,712830,1005800,0,1104900,1531400,1053600,3401200,0,0,0,0,0,0,0,0,1074900,0,0,0
Bacteroides caccae TSDC17.2,COG1401,930820,0,0,1349000,0,3250300,2698200,0,1427500,696940,0,0,0,0,918820,0,1295200,0,6684600
Bacteroides caccae TSDC17.2,COG1404,2754300,1713300,3037100,1355500,4081700,3856500,2215300,2724200,0,964530,913790,796880,726310,930040,1743300,1976900,1845000,1573400,2217400
Bacteroides caccae TSDC17.2,COG1409,1873900,1705210,4496900,2880810,2097330,1146400,1232000,0,2098400,2271930,1296600,0,1630000,1893100,229400,0,1415000,0,0
Bacteroides caccae TSDC17.2,COG1413,0,0,0,0,0,0,0,0,758170,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1418,0,1338600,1836500,392510,0,1074300,710460,0,0,411040,204030,0,779940,243250,0,0,425010,0,457570
Bacteroides caccae TSDC17.2,COG1429,0,0,0,0,0,0,1082200,0,1720100,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1435,15204300,23963400,14618000,15199900,16499000,34327800,50152000,46501800,47116500,9329400,5911880,7957700,6499400,7869700,13518600,16638000,11984400,18583000,14351200
Bacteroides caccae TSDC17.2,COG1449,1532400,3391100,1659200,3249700,1666900,2846400,6361800,7229700,5913900,3616800,1193100,1285100,2666600,2964100,4052700,3082500,2483700,3571400,3107400
Bacteroides caccae TSDC17.2,COG1454,66559000,66394000,34252000,49652000,49429000,43167000,53795000,30802000,53459000,53632000,48180000,47657000,56256000,57059000,50730000,44748000,43951000,41514000,32123000
Bacteroides caccae TSDC17.2,COG1470,2109800,2859530,2189500,2906200,2166200,9731000,0,0,0,3704280,0,0,0,632990,0,1370900,0,0,0
Bacteroides caccae TSDC17.2,COG1472,20601500,44620000,39501400,43195200,16210100,58003400,47644800,68172800,63390000,8303900,2756200,3497000,3819200,5984450,8849600,10516660,12271470,9095400,9954900
Bacteroides caccae TSDC17.2,COG1475,0,0,0,0,0,0,0,0,0,0,0,741020,0,0,0,0,1083800,0,0
Bacteroides caccae TSDC17.2,COG1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1501,19490000,18986000,23537000,15012000,14346000,11090000,11544000,2469700,10520000,17492000,10090000,14883000,10008000,15822000,3955100,15923000,22124000,9450300,20277000
Bacteroides caccae TSDC17.2,COG1506,1490200,1587300,0,1908600,1268400,1590100,960480,722800,872890,0,0,0,0,752940,502170,523840,0,459000,526850
Bacteroides caccae TSDC17.2,COG1523,1434400,1997300,1801700,982860,1699400,3161000,1733400,1659700,2172000,0,0,1118100,0,449730,860160,0,0,853360,751340
Bacteroides caccae TSDC17.2,COG1524,0,0,0,0,0,6325700,2359800,2316900,3864000,0,0,0,0,0,1187800,0,709250,1527600,0
Bacteroides caccae TSDC17.2,COG1527,0,0,813600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1528,669200,3244100,7396200,2580200,2303600,2755400,3203200,3252700,3928900,983000,0,376620,0,843900,702120,581250,691160,666320,0
Bacteroides caccae TSDC17.2,COG1538,8739900,5230700,9757600,6643200,5681700,1080500,681410,3506430,1723600,2983100,4410400,3785700,3454100,2378480,2714700,2816900,5635300,3548000,4518400
Bacteroides caccae TSDC17.2,COG1554,2354600,3674900,0,0,0,0,4386800,1331600,3034900,0,624230,0,0,1050400,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1561,3772000,2028800,1124900,1110700,0,2133500,1458400,0,4027500,377430,421960,0,498410,0,848690,755200,897930,934710,703090
Bacteroides caccae TSDC17.2,COG1579,2858000,0,2931000,0,2901100,0,0,381520,0,743260,1225500,0,0,1196800,2583400,3328500,3745200,0,3186800
Bacteroides caccae TSDC17.2,COG1592,1696100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947710,0,0,0
Bacteroides caccae TSDC17.2,COG1595,0,0,0,779360,0,498230,447980,346050,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1597,0,0,0,0,0,0,0,667730,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1610,1210700,1699100,1239400,2446600,1588600,898080,0,3381600,0,3292000,3243300,3667900,2904300,4851400,4999900,6542400,6794300,4152400,5239600
Bacteroides caccae TSDC17.2,COG1621,8390200,3452800,3260800,451480,386660,8383580,3068500,1853200,3124000,446030,2157200,2370600,0,607340,2505200,0,1607500,2399100,225490
Bacteroides caccae TSDC17.2,COG1629,1452563430,1486106970,1716785000,1706993110,1292784290,2538021638,2934342310,3508106490,3126744100,761894503,660983430,519707100,633644570,727274608,1070299040,1110579758,1186029550,1587502884,1160070556
Bacteroides caccae TSDC17.2,COG1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1649,0,0,0,800740,0,0,0,0,0,871120,858710,0,793370,875600,923230,0,1306400,0,760970
Bacteroides caccae TSDC17.2,COG1672,395730,0,0,0,0,0,0,0,1232600,1047100,0,0,918980,0,0,0,0,1050800,0
Bacteroides caccae TSDC17.2,COG1703,0,160180,0,0,0,0,0,0,0,158390,0,0,0,0,534380,0,424980,0,0
Bacteroides caccae TSDC17.2,COG1704,9636320,6566900,4953680,6806080,5247830,5064400,7798500,2238400,4175600,1792090,2043800,2287860,2302700,2154390,2663900,3413000,2978320,2663130,2955940
Bacteroides caccae TSDC17.2,COG1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1721,0,571030,862850,478490,0,3433200,0,0,0,0,391180,295320,499390,51109,661410,0,795690,886990,540740
Bacteroides caccae TSDC17.2,COG1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689820,0,0
Bacteroides caccae TSDC17.2,COG1748,877670,0,0,3636100,1540900,0,0,0,0,6590500,5036600,0,0,253480,0,8708500,5521100,0,0
Bacteroides caccae TSDC17.2,COG1752,1054900,0,0,0,0,0,0,0,0,205470,109370,0,0,0,194140,0,0,0,0
Bacteroides caccae TSDC17.2,COG1785,0,0,0,0,0,0,0,0,0,191840,0,0,0,0,0,0,327970,0,0
Bacteroides caccae TSDC17.2,COG1803,0,0,0,804110,1501500,0,0,0,0,1003100,0,0,0,0,0,529760,0,0,0
Bacteroides caccae TSDC17.2,COG1820,687860,2921800,4679200,2924800,2317000,1659900,1867100,1908900,2045300,642930,558460,477240,593080,308460,1293300,1099100,1141000,1662400,1651700
Bacteroides caccae TSDC17.2,COG1825,4854600,2259700,853310,2015100,2072600,0,4599900,5326600,0,135770,1210600,1502000,2678200,293680,0,1339200,4618900,2526600,3504400
Bacteroides caccae TSDC17.2,COG1830,3602100,0,0,801860,0,1241500,2384400,0,14635000,0,0,0,2155000,796720,0,2411900,26310000,0,451560
Bacteroides caccae TSDC17.2,COG1838,128850000,166930000,163470000,149190000,137620000,209950000,242110000,236300000,248190000,329720000,240790000,312140000,292900000,298250000,263840000,287750000,283830000,177960000,241880000
Bacteroides caccae TSDC17.2,COG1853,5420500,5950000,4549200,6415200,5723100,16190000,12582000,16254000,13353000,2155400,1414000,1579000,2558100,2502300,4601400,3178700,2690800,4653000,820900
Bacteroides caccae TSDC17.2,COG1864,1988100,0,0,0,894230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1866,2255300,4172400,4587100,3980400,4706100,6611000,8316800,21138000,11406000,1346200,0,0,1613100,1228600,0,895920,0,0,913010
Bacteroides caccae TSDC17.2,COG1874,1215300,1233100,0,1344300,1007000,1441570,2024100,1165100,0,711130,73213,0,0,941920,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1879,0,596480,0,0,0,337150,0,785910,0,0,0,551190,0,737270,0,1435600,2764800,0,1312300
Bacteroides caccae TSDC17.2,COG1884,98856000,100427100,119018800,112518000,105135700,115231700,134567400,178882300,150050400,86787000,83541000,81716000,76781000,75883000,101004700,98468400,110677000,98601100,90718000
Bacteroides caccae TSDC17.2,COG1904,10086000,15569000,11658000,11727000,10431000,24936000,25688000,20055000,19886000,12463000,7492300,9015400,13457000,9576800,16649000,21241000,16531000,25076000,20412000
Bacteroides caccae TSDC17.2,COG1917,0,0,0,0,0,301990,894140,0,431660,160530,146080,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1932,8537200,6664200,18490000,9431000,9590300,13437000,33164000,14082000,15855000,6688000,7113200,10121000,9476100,10239000,13587000,5454200,4127300,6918800,5001700
Bacteroides caccae TSDC17.2,COG1940,1769000,3735000,995440,0,2327400,5598700,5997000,5513800,4658800,0,1107600,140640,340350,0,2264700,0,528680,0,1624600
Bacteroides caccae TSDC17.2,COG1960,0,0,0,0,0,0,302170,0,2551500,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1966,0,748450,973290,581650,0,2136700,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG1970,2290400,0,688260,2322100,4195100,1923400,2136600,3023900,3597300,0,0,1403600,0,0,0,211090,860280,0,0
Bacteroides caccae TSDC17.2,COG1995,664920,602600,494370,491570,341170,932620,1176600,990580,597320,0,0,0,585850,0,0,0,0,550270,0
Bacteroides caccae TSDC17.2,COG2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2017,6664300,7788900,1499200,12608500,6224500,11051200,6314290,6664610,5844690,2451200,938030,0,715600,2392400,2927200,0,3178200,3593100,1404400
Bacteroides caccae TSDC17.2,COG2025,0,0,0,0,0,0,0,0,0,93640,123850,365060,92166,48847,0,27696,507640,0,281720
Bacteroides caccae TSDC17.2,COG2066,0,236090,201780,0,0,0,0,0,0,0,476070,445360,621530,263440,1404700,197430,0,2187700,496790
Bacteroides caccae TSDC17.2,COG2067,27896600,22799900,24224600,23654800,19813600,29266900,15100700,22137200,33943500,2097590,1918330,853990,1939790,2786370,1538400,4547200,4515800,7557300,2222840
Bacteroides caccae TSDC17.2,COG2086,0,0,0,447020,0,443430,0,0,0,730170,0,0,671800,725350,271050,1195100,689950,0,0
Bacteroides caccae TSDC17.2,COG2152,7011300,7576160,12938000,9314510,11296800,29880000,40482840,24116000,18047400,3132800,1573700,1494300,890890,3522930,6255900,6655210,5647820,7674100,6263100
Bacteroides caccae TSDC17.2,COG2160,72869,81520,0,0,0,180890,3137600,0,3040200,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2195,133130000,102570000,141680200,82150000,114860000,96946000,73686720,129020000,105900000,99382000,79023000,67973000,92532000,61500000,110550000,95045000,98295000,111700000,128730000
Bacteroides caccae TSDC17.2,COG2199,0,0,0,0,2985900,1194400,0,0,0,923820,1175000,1399400,1030200,1209800,2020400,1829600,1999000,1189500,2094600
Bacteroides caccae TSDC17.2,COG2204,0,271630,750010,0,0,341970,1068800,479900,0,1048000,0,0,597400,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2207,0,0,152110,0,0,0,0,0,0,34325,0,0,0,30941,0,44879,0,57406,0
Bacteroides caccae TSDC17.2,COG2217,0,506010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2234,0,0,0,0,0,0,0,654720,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2239,0,0,0,0,0,0,0,0,11099000,0,0,0,1631500,0,650420,0,0,0,0
Bacteroides caccae TSDC17.2,COG2249,5082200,3997800,1807900,3406400,2636300,0,0,0,0,548060,0,0,0,0,0,0,0,0,1400500
Bacteroides caccae TSDC17.2,COG2265,0,0,0,0,0,777780,707480,794850,720090,310200,0,0,0,233320,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2268,0,0,0,0,665120,0,2300600,2312900,1647500,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2271,0,0,0,0,0,1079000,0,0,1439500,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2304,1699800,1811800,1658100,1860000,1313200,2821200,3438100,2593000,1536700,2724500,2211900,3371600,1806500,1866200,1149900,2305900,2045800,2827700,1241800
Bacteroides caccae TSDC17.2,COG2334,17572000,37119000,13953000,7232600,22257000,34058000,26818000,28821000,33842000,2983000,4787800,3243300,2800100,5086100,12202000,5774000,10841000,9487800,5035600
Bacteroides caccae TSDC17.2,COG2373,5323500,4514700,8731000,7368900,2933400,15122500,16409500,8933600,9475000,1824060,1783900,1093300,209130,1551600,4248850,3021700,8752400,2617600,8590800
Bacteroides caccae TSDC17.2,COG2374,0,0,0,211900,0,0,0,0,0,0,432090,0,0,162210,0,0,83714,0,118520
Bacteroides caccae TSDC17.2,COG2406,0,0,0,0,0,0,417600,0,821510,782040,0,0,0,901350,0,693590,0,0,0
Bacteroides caccae TSDC17.2,COG2407,5333200,1797200,1961300,3050830,2395400,7984900,6504600,5678900,4852200,2370400,1427300,2367600,2539400,1754700,2538200,2139400,3340600,0,2287710
Bacteroides caccae TSDC17.2,COG2721,19212000,0,0,0,0,0,0,0,0,0,0,0,0,0,491440,0,0,0,0
Bacteroides caccae TSDC17.2,COG2731,43801000,25120000,11622000,16791300,16900790,2752200,7049300,4250300,2706300,5513400,7531500,7728300,4541300,6216400,8591660,13230000,10748000,21343000,13525000
Bacteroides caccae TSDC17.2,COG2738,0,0,0,0,0,0,0,465450,0,804230,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2755,10966610,16492700,10508000,12358500,7887130,14001800,12787000,19071790,25955210,5236750,1842600,1744700,2357100,3160300,4282400,5223600,7921970,4500660,6850600
Bacteroides caccae TSDC17.2,COG2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2820,829900,573780,0,628930,571480,0,0,0,0,0,0,0,309650,0,0,618740,0,496970,803550
Bacteroides caccae TSDC17.2,COG2825,24226960,11160000,9122400,16920570,9957800,11693200,12588400,5228200,9938400,9734600,4464000,5858000,5355500,7489700,4522100,7017000,8017100,5019300,3956100
Bacteroides caccae TSDC17.2,COG2869,0,0,0,0,0,0,0,0,0,722370,172880,509240,344300,728610,0,860010,462090,0,284780
Bacteroides caccae TSDC17.2,COG2871,6181400,777840,13511000,1606000,438140,7445400,6960400,6044900,5224400,2768600,6878200,2795900,3485200,2984800,7532800,6021000,14954000,1468500,6708100
Bacteroides caccae TSDC17.2,COG2873,0,0,0,0,0,0,0,0,0,0,544000,630760,307360,317370,666950,405690,830040,0,0
Bacteroides caccae TSDC17.2,COG2885,328384670,172667690,193550800,270557360,212020000,369860000,335361200,510024700,458344670,85700200,72098110,61258710,89332380,65572170,100483090,138450560,137284370,205420000,138509980
Bacteroides caccae TSDC17.2,COG2895,0,210680,0,342270,0,0,0,0,0,0,0,0,198400,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG2913,28143000,38024000,51175000,53091000,30786000,108600000,135860000,179530000,128830000,27557000,18042000,18744000,29113000,24041000,46461000,36720000,48044000,60470000,46941000
Bacteroides caccae TSDC17.2,COG2942,38303000,39289000,51225000,31113000,36283000,57319000,37167000,20362000,51332000,30704000,11117000,12193000,16676000,13036000,27333000,20348000,20244000,31691000,33684000
Bacteroides caccae TSDC17.2,COG2957,0,0,0,333920,0,586400,1462100,0,1313400,0,0,0,0,623180,0,341950,829660,0,0
Bacteroides caccae TSDC17.2,COG2968,1882000,1490900,0,0,257780,2060500,2226800,0,2316100,1596200,0,0,0,749910,677340,903090,651440,343130,1280000
Bacteroides caccae TSDC17.2,COG3021,0,1188600,0,1201200,0,0,0,0,0,0,792070,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3047,18759000,5038100,9322700,12307000,12289000,2908400,2201900,5100100,3601400,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3078,0,0,0,288300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3087,1690000,2750400,3327300,1857000,2010000,2121800,5480700,3730800,6170700,0,0,373510,285210,0,856220,713180,125960,0,0
Bacteroides caccae TSDC17.2,COG3088,965850,0,0,479560,504170,0,2022200,969350,1839800,603850,0,259520,848480,0,298950,0,0,448930,0
Bacteroides caccae TSDC17.2,COG3104,2596300,0,3425600,2818800,1938100,3599900,0,0,0,614250,649970,417150,446500,674350,1296800,903030,1147300,1733300,929020
Bacteroides caccae TSDC17.2,COG3118,0,594100,1101600,745980,728440,3295700,1825700,2521600,0,458030,233300,408750,550980,466330,365270,843110,549540,0,374410
Bacteroides caccae TSDC17.2,COG3119,7846600,6108000,6090600,5473000,7372280,4299400,6103710,5174140,8777600,2709456,988090,303356,1765440,857390,219340,882760,6828000,1078660,442640
Bacteroides caccae TSDC17.2,COG3137,4302800,1968900,6025800,2940900,3422100,12410000,0,0,0,1046200,1018000,1031900,966460,913130,1105000,0,715550,1934800,1176100
Bacteroides caccae TSDC17.2,COG3152,1759800,1692400,3655600,3254100,1893100,0,0,0,0,5846500,2668700,3569300,3736900,7067800,1668500,8126600,4465500,2774500,3291400
Bacteroides caccae TSDC17.2,COG3172,21859000,6345300,1050000,9442300,4016900,8770100,7106300,5008900,7962300,25317000,22620000,24412000,19321000,26592000,14077000,20592000,22418000,3809300,16928000
Bacteroides caccae TSDC17.2,COG3176,0,0,0,0,0,0,0,0,0,311100,0,310380,0,201070,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3184,0,0,0,0,0,0,0,0,0,161200,0,206260,281750,337480,199400,208380,0,250710,884560
Bacteroides caccae TSDC17.2,COG3187,68722000,61114000,44917000,55718000,55680000,94808000,80080000,77452000,80688000,16573000,17603000,17614000,8163900,14554000,24681000,16546000,24521000,24137000,20805000
Bacteroides caccae TSDC17.2,COG3193,19857000,13439000,21422000,17738000,16943000,19516000,1582400,27516000,2057400,13960000,10496000,4879100,8825100,10116000,18722000,21625000,20513000,30021000,20117000
Bacteroides caccae TSDC17.2,COG3206,623750,567430,586270,607740,591050,0,0,0,0,0,0,0,0,0,427060,1270000,0,257820,368570
Bacteroides caccae TSDC17.2,COG3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361470,0,0
Bacteroides caccae TSDC17.2,COG3250,158221300,145366700,130022400,139326430,126820200,214609560,269261300,206406900,203987100,93158990,70528200,72710020,71980600,84002900,105602600,89634200,107247600,121401800,119069300
Bacteroides caccae TSDC17.2,COG3264,0,0,0,0,0,0,1482100,2031900,1851900,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3291,21464000,20331000,21966000,19162000,11830000,22628000,15359000,18454000,17152000,7561500,17918000,4969200,7729900,8404400,20406000,8672400,15628000,10511000,5305100
Bacteroides caccae TSDC17.2,COG3292,3687500,1574800,1958700,1437900,0,3777200,14148000,9215900,8363200,1439000,1368600,1327800,389850,1159900,3217000,1533800,1960500,2078600,1288500
Bacteroides caccae TSDC17.2,COG3345,3954600,10662000,8319100,9259400,4328700,8442300,14868000,17910000,14785000,1702000,177480,550270,418550,1786700,596200,5528100,1687600,1670500,2499500
Bacteroides caccae TSDC17.2,COG3391,30251000,27921000,45300000,31371000,40337000,48936000,59367000,57662000,20342000,28563000,17504000,21881000,18020000,20322000,48775000,38962000,38477900,96561000,46878000
Bacteroides caccae TSDC17.2,COG3408,28873000,25035000,33027000,38487000,10548000,58132000,36199000,23016000,28536000,52927000,30810000,30396000,41821000,21881000,49916000,40413000,36878000,38920000,30863000
Bacteroides caccae TSDC17.2,COG3525,157220300,151851900,139371400,142841470,113372230,111346850,147626200,112854440,152772800,82213010,64559690,60810792,92271240,77461930,70615010,107944130,101996140,65894020,81225440
Bacteroides caccae TSDC17.2,COG3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3534,0,0,0,0,0,0,552800,0,0,0,0,0,0,0,0,0,0,522360,299040
Bacteroides caccae TSDC17.2,COG3537,3073900,4532800,7127920,4307200,3298700,6205000,6458300,4666300,6284500,6499110,898880,5213410,3298400,0,6495900,4045400,1932000,7158240,5531340
Bacteroides caccae TSDC17.2,COG3579,0,0,0,0,0,3850000,3559030,6659300,2217800,0,0,0,0,0,0,0,0,665420,2133600
Bacteroides caccae TSDC17.2,COG3590,5610500,2543100,1388400,517410,1872100,5376300,7576100,7655100,3184100,773730,2305500,1272200,0,1489700,1700500,1289100,790430,1385400,1151600
Bacteroides caccae TSDC17.2,COG3591,1655100,1661200,1603400,1775600,1157800,3030200,0,1161300,1664200,0,1608100,1573300,0,1595900,2152500,1379400,1254100,1762300,1239800
Bacteroides caccae TSDC17.2,COG3595,252620,0,0,1038800,645480,0,3707000,0,0,354600,0,476910,0,1338100,0,392250,232320,310100,420060
Bacteroides caccae TSDC17.2,COG3630,140790,0,0,0,0,1927300,2056400,2718800,183010,0,327420,133670,0,0,286760,0,0,0,0
Bacteroides caccae TSDC17.2,COG3637,427817760,462369860,544090700,496350760,397161460,988899700,751581505,1093320420,642389360,210490930,220775679,131425880,171791300,174372700,323447480,278473620,350115500,538671430,334977650
Bacteroides caccae TSDC17.2,COG3669,4190800,6775400,9438200,9158170,3665600,26710600,9882570,26778190,13875510,6946600,6905180,7980220,6470630,5402490,4687589,5684750,7129700,11549500,7536400
Bacteroides caccae TSDC17.2,COG3712,0,0,0,0,0,642800,473380,462950,315980,0,0,0,0,0,0,0,0,0,486790
Bacteroides caccae TSDC17.2,COG3717,5657900,6243600,13093000,7241100,7994600,15047000,9158200,20240000,11666000,5008500,0,4172100,4129600,5611500,5210800,0,10441000,5353000,7930100
Bacteroides caccae TSDC17.2,COG3822,0,0,2572400,0,1807800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3831,0,0,0,0,0,0,0,0,0,1240900,775140,1510200,1096700,1064700,0,892620,446430,0,0
Bacteroides caccae TSDC17.2,COG3832,0,914700,0,470280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181570,0,0
Bacteroides caccae TSDC17.2,COG3867,31061000,22456000,21280000,19225000,27110000,45512000,47114000,42934000,25221000,7861900,7160900,5038600,6173800,9492200,23393000,12767000,6304100,29768000,8289800
Bacteroides caccae TSDC17.2,COG3934,4351900,4566400,973420,2634300,1510500,6308300,6834000,8422300,7361780,2651500,0,0,3112600,2581200,2658600,5538200,5161300,514830,4536900
Bacteroides caccae TSDC17.2,COG3968,0,30499,0,0,0,0,1109200,541040,5198000,13685000,5490700,7069500,24437000,14039000,11770000,29886000,21708000,4100300,23594000
Bacteroides caccae TSDC17.2,COG4105,1651600,0,0,405210,3843600,5547200,0,0,0,6724800,5942000,2541300,7086900,5801100,7541600,4227900,7632200,4594700,7277500
Bacteroides caccae TSDC17.2,COG4166,3115100,0,0,0,0,0,0,0,0,71422,73730,0,0,0,0,0,150680,0,0
Bacteroides caccae TSDC17.2,COG4206,129614520,299219720,305405360,230872467,172114260,517464450,305110800,335999000,411869800,116477930,101410920,118548040,104361000,135733810,145909140,105053010,225575820,131749709,240691490
Bacteroides caccae TSDC17.2,COG4221,1218500,966970,0,1113600,1326000,1459700,1087100,1337600,1392500,618690,0,0,0,0,0,919710,0,0,3637500
Bacteroides caccae TSDC17.2,COG4231,9102000,5093600,3112700,7391800,5785400,4061400,5780800,5362900,2621800,12490000,10372000,8571800,9161900,8128800,6513800,6149400,7720300,9043900,7057500
Bacteroides caccae TSDC17.2,COG4232,0,0,0,0,0,0,0,0,0,0,1001700,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG4289,0,0,0,0,0,1194500,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG4354,0,870730,0,0,0,0,0,215660,0,0,0,0,0,0,0,0,0,473760,387020
Bacteroides caccae TSDC17.2,COG4409,7986500,12425000,23921000,30061000,21598000,4606800,1995700,4368800,4445200,12709000,5690200,6052700,7079500,9725800,2950200,8837500,13160000,10941000,14534000
Bacteroides caccae TSDC17.2,COG4452,0,0,0,0,0,0,0,0,0,267490,0,0,0,0,0,0,0,0,0
Bacteroides caccae TSDC17.2,COG4461,10220000,9605100,7299700,6187800,3838500,14403000,1890200,0,1903600,2751700,2529000,2707600,0,5333800,4020200,5677300,1457800,3110700,3965500
Bacteroides caccae TSDC17.2,COG4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
