Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0149,50133000,0,59197000,44023000,111400000,66293000,47993000,61840000,45603000,90439000,98410000,0,51703000,70543000,45672000,0,77372000,62345000,83316000,76151000,64003000,0,101480000,0,67823000,31418000,137980000,71137000,60413000,82490000,90675000,77473000,65849000,42396000,113510000,74018000,58653000,73555000,0,63226000,0,0,78633000,63303000,27352000,88527000,0,49694000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0166,44320000,0,37550000,54229000,124660000,68268000,44819000,79341000,39839000,40662000,110050000,0,28346000,52297000,67015000,0,106400000,53541000,77453000,76934000,45043000,0,125860000,0,74028000,27319000,90739000,96290000,99454000,90279000,72929000,99295000,92020000,46397000,146550000,96519000,35114000,52419000,0,29943000,0,0,63344000,37814000,27971000,115930000,0,67445000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0186,0,0,27427000,9117500,39835000,14862000,22265000,19223000,21654000,0,28748000,0,22658000,13655000,10205000,0,17393000,15478000,18730000,13519000,16330000,0,26457000,0,34346000,10767000,0,18497000,18306000,21910000,22325000,13326000,18683000,0,32319000,26276000,14177000,0,0,11747000,0,0,32537000,14599000,18050000,11694000,0,17587000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0222,40301000,0,0,80520000,0,149180000,51430000,59258000,31754000,52072000,29982000,42979000,58511000,71503000,69984000,13766000,74988000,41921000,0,83157000,95901000,54255000,147020000,15326000,172690000,275000000,263560000,107890000,0,0,0,103620000,86189000,104610000,0,80798000,43754000,134740000,17057000,57127000,85661000,20313000,107770000,0,93164000,0,13271000,46780000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0256,41500000,5962000,61419000,22276000,80542000,13258000,14057000,72226000,72596000,0,84300000,0,36090000,40996000,47435000,0,51030000,28009000,52402000,62657000,48397000,0,104610000,0,11808000,10673000,0,54962000,42131000,41962000,68499000,51621000,34737000,31676000,76699000,56332000,38542000,0,13120000,22673000,0,0,72387000,51783000,24931000,67550000,0,25015000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0334,0,0,53280000,0,93187000,65084000,41304000,0,37016000,0,71078000,0,66548000,55822000,34816000,0,77624000,57575000,63208000,65193000,21490000,490040,81343000,3638600,80769000,27287000,0,0,49204000,36587000,27800000,51525000,76126000,0,63240000,57574000,0,28565000,0,52624000,1117200,0,84461000,74636000,27989000,39430000,0,97468000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0422,23949000,0,53869000,95731000,181440000,97508000,107890000,138160000,56522000,45025000,175980000,0,68846000,53092000,118880000,0,154040000,74901000,138860000,133670000,61799000,0,186690000,0,120490000,15713000,60655000,144210000,148650000,125850000,108090000,135420000,129400000,34658000,209160000,160550000,67769000,32224000,0,104160000,0,0,154750000,34482000,14007000,142710000,0,116940000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0459,205490000,0,60519000,231290000,133740000,281230000,245070000,374710000,55510000,354370000,205520000,0,54723000,334280000,239250000,0,142490000,323460000,183580000,433590000,331780000,66555000,407680000,1222600,588820000,39331000,448580000,466680000,223800000,96067000,67703000,464170000,100730000,280080000,159270000,324660000,201400000,532690000,4071700,366940000,83957000,201410000,115270000,98021000,180500000,100630000,52680000,313010000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0492,139000000,86366000,546250000,367230000,1265900000,893380000,462300000,473850000,222740000,271570000,854830000,4947600,363630000,403200000,248030000,60639000,826980000,509770000,796670000,758340000,354800000,2119200,948680000,1781900,811810000,157830000,527550000,510760000,566470000,547690000,639410000,506570000,606590000,284760000,1366800000,715110000,295070000,254630000,0,281330000,27760000,0,360780000,249830000,329640000,650110000,0,558990000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0554,1118800000,4705900,2830500000,2658700000,4553800000,2601600000,2443100000,3270500000,1785500000,2144200000,4702400000,153860,1741800000,1912600000,2685200000,3058300,4275400000,2281900000,3950800000,3389200000,2363700000,1515200,4822500000,595050,3154800000,1141300000,3113200000,3536200000,3604300000,3920600000,3856400000,3680700000,5112100000,2059400000,5985500000,3221200000,1884800000,2165300000,10567000,1580200000,12610000,1027600,2740800000,2118800000,1336800000,4791400000,2003400,3137200000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0579,1148000000,2265000,2034200000,2279800000,3171300000,1769400000,1817200000,2417000000,1377400000,3034500000,3190800000,0,1126800000,1379100000,1794900000,4520500,3217900000,1777500000,2353800000,2595300000,1738500000,450390,3413000000,233700,2256500000,1098400000,4024100000,2823700000,2487800000,2327400000,2640100000,2366000000,3509900000,1859600000,3401500000,2174000000,1742100000,2848400000,13912000,1364800000,9032100,0,2047800000,1286300000,1181000000,3329400000,419620,2170200000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0674,35721000,5218300,32646000,24812000,33419000,36431000,43675000,65868000,30733000,22621000,44354000,8616400,0,29888000,24902000,0,0,25385000,16751000,26192000,48708000,10368000,38088000,5645300,22288000,47183000,58436000,0,19842000,25561000,30109000,30338000,42900000,76009000,38278000,24651000,19689000,23158000,0,24924000,5911700,7334000,66569000,41387000,82701000,17501000,0,47576000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG0747,25516000,0,0,0,0,0,0,0,0,0,0,0,0,22303000,0,0,0,0,0,18697000,15227000,0,0,0,0,0,0,0,0,0,0,17123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27378000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1028,16131000,0,11138000,0,38290000,0,13473000,0,28375000,0,24420000,0,0,15575000,0,0,36537000,0,11614000,0,0,0,38086000,0,0,0,0,33487000,31476000,27221000,22099000,26918000,19320000,10891000,35790000,0,0,31278000,0,0,0,0,0,0,0,27883000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1063,24467000,0,8386400,11823000,0,15851000,21261000,16320000,12845000,0,16032000,0,8721600,29693000,10304000,0,0,10848000,10865000,16313000,23377000,0,10216000,0,18508000,11364000,0,9967700,10367000,13367000,8484900,16837000,19059000,7692200,14894000,20567000,16546000,0,0,7126000,800310,0,26424000,11646000,15868000,8905700,423550,27526000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1185,49728000,0,55715000,38620000,87144000,63520000,48478000,68950000,54648000,75493000,87100000,0,29661000,57996000,57402000,0,85342000,49522000,73574000,65789000,54919000,0,85530000,0,60926000,29031000,83777000,73349000,78323000,51405000,56202000,72349000,70970000,0,84815000,67385000,29589000,61846000,0,44523000,0,0,79068000,51727000,38117000,81987000,0,59491000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1454,24676000,0,44301000,27429000,78272000,32198000,25187000,27103000,24259000,20622000,24160000,0,28373000,22482000,18984000,0,32925000,30206000,27919000,34114000,34342000,0,34481000,0,25716000,5588200,0,13600000,28925000,8011500,7784900,36280000,66283000,23585000,76629000,27643000,24887000,20584000,0,13911000,37568000,46693000,31806000,27114000,23553000,55947000,46719000,61093000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1506,0,0,0,0,12970000,0,0,10756000,10245000,0,0,0,0,10540000,0,0,0,0,0,0,12642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17506000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1592,21314000,0,18454000,18323000,32160000,15782000,15360000,16112000,24116000,0,30722000,1032900,0,18685000,6435100,7467500,24048000,11930000,34392000,27473000,24424000,0,24674000,1291100,24327000,0,0,14988000,26481000,28667000,21233000,15751000,30275000,5484200,29712000,24246000,11344000,0,8635100,12888000,0,0,21931000,25708000,7080700,30226000,0,30076000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1788,26975000,6727700,13876000,0,14976000,11502000,11461000,15968000,13749000,0,13643000,2497200,14368000,23519000,10823000,4490500,10907000,12235000,17730000,16102000,10954000,0,0,0,0,0,0,9206400,15579000,12960000,11327000,13274000,12293000,0,24855000,14336000,9548800,0,9367200,0,0,0,14519000,22173000,0,12994000,0,12802000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG1866,9250800,0,11631000,0,20303000,12199000,0,12592000,13194000,44067000,0,0,9786300,0,0,0,0,0,17959000,7007800,10285000,0,19999000,0,0,0,18065000,0,13487000,20578000,10799000,0,0,0,30683000,10933000,0,0,0,0,0,0,23274000,13325000,5018900,0,0,15176000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG3835,22458000,0,105021000,9559900,160561000,19668000,94395000,18533000,21261000,0,18089000,0,14404000,21488000,9627100,0,12778000,100963000,157189000,18449000,39301000,0,14662000,0,111900000,0,0,173165300,15495000,11473000,140449100,143624000,173724000,12797000,297183000,147537000,9898300,0,6302300,11381000,0,0,33832000,32293000,74490000,11172000,0,28066000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG5016,11395000,0,13829000,14563000,40651000,16537000,0,16746000,0,30967000,30083000,0,0,10388000,14549000,0,31252000,16304000,21666000,18527000,10947000,0,0,0,0,10190000,38907000,18467000,24721000,26662000,35689000,23718000,38886000,14001000,58743000,19646000,15160000,28452000,0,15899000,0,0,12712000,11628000,0,34362000,0,15909000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp000435795|bin.267,LCOG5263,40899000,12246000,34591000,22394000,44402000,46011000,33873000,26198000,31855000,0,0,0,33241000,20003000,13325000,0,37540000,38642000,41106000,26094000,40487000,0,38500000,1907500,28297000,20002000,0,28660000,25928000,43015000,0,23563000,48487000,23145000,44884000,33269000,33040000,0,15175000,21856000,3689800,0,53369000,32663000,20687000,30028000,0,20062000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,775TI,768730000,392630000,769230000,783030000,1321700000,703570000,665230000,915350000,751650000,1345600000,969910000,33104000,642260000,824110000,781150000,319000000,1289300000,692860000,1099000000,933590000,733120000,14021000,1098800000,18734000,868560000,518090000,1618900000,910840000,984210000,867350000,909320000,1074800000,775400000,677020000,1374200000,838740000,828090000,1214900000,404000000,714320000,34378000,20818000,692940000,799840000,460920000,1211300000,0,870370000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0073,0,0,0,0,34537000,16764000,0,23764000,0,0,0,0,0,0,15445000,0,29984000,0,0,27477000,16978000,0,0,0,0,0,0,28252000,0,0,0,0,0,0,49076000,38811000,0,0,0,0,0,0,0,0,0,30274000,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0104,0,0,0,41890000,0,20523000,28945000,0,0,8577300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15976000,56256000,0,0,0,0,0,0,39883000,51275000,0,0,0,0,0,0,0,0,0,0,63591000,0,0,53291000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0126,12112000,0,0,8355800,0,0,10028000,12290000,0,0,0,5956000,0,9609800,9239300,0,0,0,0,10615000,9764500,0,0,5327300,11538000,8968500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13296000,0,0,10263000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0136,0,0,20268000,0,0,0,0,0,0,0,27692000,0,34226000,0,0,0,0,0,15817000,0,46780000,0,0,0,0,17862000,0,0,0,34512000,24191000,0,25827000,42271000,0,0,8826500,0,0,51170000,0,0,25241000,11661000,27437000,0,3488800,16568000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0166,322410000,4130200,132420000,337400000,798670000,344200000,383260000,582760000,241690000,259080000,585730000,1615400,205110000,305070000,315640000,0,648880000,152150000,507390000,573150000,384630000,943260,762150000,1975700,518770000,58434000,385160000,480660000,413780000,440880000,379550000,440320000,450070000,219070000,483820000,634910000,258900000,228190000,3037100,188360000,1677100,0,293340000,134430000,100250000,166190000,383960,434230000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0188,3733700,0,8707900,7205000,25243000,8041500,6629700,14167000,2773300,18663000,20981000,0,3847800,3162100,9297000,0,18472000,8525500,17614000,13883000,6135900,0,29839000,0,8732800,0,26779000,17372000,15424000,9355900,8956400,9851900,16469000,6786100,27822000,13840000,0,13380000,0,0,0,0,9111500,5726100,3064700,17008000,0,7503900
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0205,83315000,0,131210000,100060000,245690000,119620000,87634000,180440000,141530000,205970000,212710000,0,78725000,120640000,141180000,0,220690000,120570000,169260000,166990000,128100000,0,264130000,0,111910000,42827000,348970000,202190000,198750000,143950000,147150000,168650000,178970000,89662000,248040000,167460000,95500000,176540000,0,122380000,0,0,120390000,95096000,44626000,217020000,0,126360000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0215,29090000,0,28500000,34643000,62260000,30511000,30018000,49529000,35261000,33907000,64005000,0,24753000,35396000,25772000,0,61831000,30950000,41551000,48019000,29056000,0,59301000,0,36254000,18135000,47092000,52856000,46396000,48105000,44356000,46610000,41054000,24911000,86463000,51317000,26917000,32410000,15051000,21337000,0,0,39758000,27724000,19230000,53787000,0,33131000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0330,98621000,44757000,112100000,91980000,64470000,59498000,112100000,83347000,113020000,36298000,69607000,0,114350000,78003000,40555000,17613000,94360000,46360000,118050000,74829000,61937000,0,63936000,0,82990000,197380000,84333000,42034000,79324000,76260000,61028000,62226000,71105000,105520000,67785000,65559000,55969000,97449000,27160000,40762000,0,0,97479000,94240000,143140000,64746000,0,94811000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0334,314930000,28456000,218690000,62075000,243140000,81378000,31242000,257740000,280890000,0,152300000,32664000,231730000,309160000,146270000,39459000,150340000,141380000,267510000,197130000,68941000,3471900,124990000,24863000,87526000,55650000,24515000,99887000,173960000,152010000,154730000,186670000,115410000,83554000,349500000,219900000,74738000,24362000,34334000,64342000,44077000,34075000,137700000,248710000,25749000,158370000,12513000,118260000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0443,124450000,0,126430000,122670000,192210000,146090000,126580000,155920000,114160000,151070000,218820000,0,123780000,153940000,63165000,0,216880000,157110000,293770000,175350000,235950000,0,264310000,0,206370000,97560000,257920000,219200000,198740000,227860000,207260000,218660000,183520000,129930000,294280000,197610000,120650000,139360000,0,206960000,0,0,234560000,113540000,88390000,207950000,0,163060000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0459,0,0,54393000,24305000,0,36612000,0,30944000,57560000,0,0,10165000,33685000,32469000,0,0,0,0,55549000,35208000,0,4195000,39350000,0,23328000,0,0,21259000,39133000,0,0,16357000,0,17488000,0,0,0,0,0,25296000,5943700,6096600,43271000,44278000,0,0,5305700,49684000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0480,43196000,0,42667700,27014000,62840000,19476400,122563300,41902000,44426000,52840000,49063000,1246700,34629600,36278000,13544000,0,46982000,22511000,55038000,41367000,46081000,0,42004000,2191600,15814000,40812000,24413000,43721000,45027000,44754000,47194000,52808000,45988000,9455200,69750000,41700000,16162000,42503000,0,29128800,0,0,43687000,48491000,7372700,60858000,0,21175200
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0492,47366000,0,30723000,0,40321000,0,0,33609000,53617000,0,27118000,0,32789000,33888000,0,13694000,33042000,32037000,44539000,0,0,0,33960000,0,0,0,0,0,25727000,0,0,26518000,0,0,40598000,51954000,0,0,0,0,0,0,0,34031000,0,0,0,43646000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0517,0,0,15672000,16530000,23880000,16568000,0,18090000,0,23306000,18487000,0,0,16061000,18570000,0,22721000,14344000,19391000,19976000,19163000,0,0,0,15766000,0,26279000,21469000,19017000,0,0,22131000,0,16243000,25643000,20087000,17474000,19090000,0,14747000,0,0,0,0,0,19112000,0,17079000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0595,0,0,0,8017900,17646000,0,0,14195000,0,9783800,25318000,0,0,0,12789000,0,24526000,11137000,13989000,15047000,0,0,27553000,0,12297000,0,18724000,17514000,20189000,0,0,14168000,0,0,0,16728000,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG0674,24735000,0,0,0,0,0,0,0,17686000,0,0,0,14967000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15822000,0,0,12441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG1063,0,0,18000000,19464000,29266000,16636000,23917000,33175000,22650000,58214000,17628000,0,14726000,0,15362000,10421000,23008000,20906000,21342000,32686000,0,0,33625000,0,26406000,9357500,39675000,28739000,0,20865000,17976000,25583000,21686000,12063000,31375000,23353000,21740000,36528000,0,12020000,6132700,2670600,12921000,0,9585900,20702000,0,18985000
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG1454,0,0,49440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47812000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG1592,14131000,16770000,14281000,0,0,0,0,14682000,15715000,0,15823000,2999800,16121000,15147000,0,12830000,14637000,0,0,0,0,0,15447000,7079200,0,0,0,0,14360000,0,0,0,0,10688000,0,0,0,0,16609000,0,0,0,14216000,15870000,11663000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG1638,0,0,0,29669000,25956000,30574000,32610000,12793000,0,116380000,0,0,0,0,21030000,0,0,19915000,0,25892000,0,0,0,0,28274000,0,111790000,0,0,30775000,0,20629000,52286000,0,0,0,15108000,79345000,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Lachnospirales_f_Lachnospiraceae_g_Copromonas_s_Copromonas_sp900066535|bin.278,LCOG1866,155900000,149630000,119550000,220870000,261990000,117550000,108970000,196450000,90626000,78036000,341060000,0,79082000,147140000,116460000,20350000,176650000,111060000,215160000,187980000,117710000,0,262540000,1881500,114190000,108630000,111790000,189680000,173460000,169580000,164540000,196820000,270650000,111610000,536660000,199210000,130040000,127860000,34591000,87878000,0,0,127040000,102410000,78262000,250690000,0,263170000
