taxon,COG_number,LFQ.intensity.HiSF_14spcs_m04_2_147,LFQ.intensity.HiSF_14spcs_m06_2_148,LFQ.intensity.HiSF_14spcs_m07_2_149,LFQ.intensity.HiSF_14spcs_m10_2_150,LFQ.intensity.HiSF_14spcs_m13_2_151,LFQ.intensity.HiSF_15spcs_m03_1_132,LFQ.intensity.HiSF_15spcs_m07_1_133,LFQ.intensity.HiSF_15spcs_m09_1_134,LFQ.intensity.HiSF_15spcs_m14_1_136,LFQ.intensity.PEFi_14spcs_m00_0_127,LFQ.intensity.PEFi_14spcs_m01_1_128,LFQ.intensity.PEFi_14spcs_m02_1_129,LFQ.intensity.PEFi_14spcs_m04_1_130,LFQ.intensity.PEFi_14spcs_m13_1_131,LFQ.intensity.PEFi_15spcs_m05_2_142,LFQ.intensity.PEFi_15spcs_m08_2_143,LFQ.intensity.PEFi_15spcs_m09_2_144,LFQ.intensity.PEFi_15spcs_m12_2_145,LFQ.intensity.PEFi_15spcs_m14_2_146
Collinsella aerofaciens TSDC17.2,COG0055,2179000,4284200,4488000,16218000,12886000,10822000,24674000,4008200,14962000,5979200,9392100,5220900,4362600,7258600,11014000,10024000,5250200,3088200,8009300
Collinsella aerofaciens TSDC17.2,COG0056,1192100,1459700,2272400,2439400,0,0,0,0,0,2745800,1922000,0,1125600,0,1367400,4183000,0,0,3691000
Collinsella aerofaciens TSDC17.2,COG0057,278770000,252210000,183640000,431160000,405340000,420290000,402120000,179310000,340690000,157990000,198520000,162890000,107330000,179440000,305590000,338520000,221280000,100930000,191440000
Collinsella aerofaciens TSDC17.2,COG0058,3137900,9000600,12866670,16415000,13509690,27880000,19475000,8188600,22332000,7537460,11554670,13666110,7631500,9707700,10790000,15828080,6650800,1517900,13052000
Collinsella aerofaciens TSDC17.2,COG0060,2514100,3177500,3014500,3576900,3936400,7840500,5391300,0,8172400,2490200,2394700,1196800,1480900,1962500,3125200,1018500,1814600,1945800,0
Collinsella aerofaciens TSDC17.2,COG0062,0,0,0,1049500,0,536200,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens TSDC17.2,COG0064,0,0,0,0,0,0,0,0,0,838580,0,0,0,734070,1004500,957210,0,0,0
Collinsella aerofaciens TSDC17.2,COG0071,0,1396900,1618500,6568200,0,0,3509900,2087900,3436800,1534700,2510400,2165900,779860,1971100,0,2397800,1429800,811280,2753400
Collinsella aerofaciens TSDC17.2,COG0072,0,0,0,1100900,786290,0,0,0,0,737750,832760,812270,0,898500,902630,1181800,834660,0,0
Collinsella aerofaciens TSDC17.2,COG0078,21698000,37692000,41587000,35460000,58956000,42416000,45071000,12997000,51603000,14329000,15849000,7563300,6043300,16397000,21288000,9202500,4551400,24552000,20716000
Collinsella aerofaciens TSDC17.2,COG0080,1438100,6430700,3900100,14713000,8205500,0,12761000,0,26637000,13598000,15778000,13094000,3007400,21688000,9390700,29455000,12833000,4064400,24946000
Collinsella aerofaciens TSDC17.2,COG0081,2110300,7808400,3790600,2698800,8334300,7354900,13547000,7426400,21672000,5978900,11294000,4937400,4395800,9046100,6162800,9446200,6732400,2249400,8892000
Collinsella aerofaciens TSDC17.2,COG0085,2042500,13179000,6432000,22499000,10712000,16999000,25391000,7925900,15122000,7926900,14250000,9539900,5518800,13949000,12878000,13027000,10423000,4749300,13097000
Collinsella aerofaciens TSDC17.2,COG0086,1667200,14883000,11098000,31192000,19047000,8923200,24165000,5626700,24547000,14418000,17118000,10438000,5274500,12761000,14174000,26238000,15332000,3363100,20651000
Collinsella aerofaciens TSDC17.2,COG0087,4435400,0,0,1893800,5275700,3610100,0,0,0,4597800,4963200,8407000,6779800,8599400,12132000,7176700,4516000,0,7125300
Collinsella aerofaciens TSDC17.2,COG0088,708520,2274200,1538100,5006700,4520000,4599800,14274000,3284600,9980700,3335400,6551200,4613500,2210000,4435500,6933300,5111000,5620700,997030,7702700
Collinsella aerofaciens TSDC17.2,COG0089,0,0,4121000,6339600,792940,4372700,8408500,3460100,9319800,2952700,4242900,2712200,2619600,2915800,6880400,4167800,3176600,1618200,3173000
Collinsella aerofaciens TSDC17.2,COG0090,0,0,0,0,1207200,3114400,264760,243700,1126100,43811000,27424000,36439000,9194900,59291000,3413500,61849000,18694000,933720,63086000
Collinsella aerofaciens TSDC17.2,COG0091,0,203710,481510,238010,18176,179920,0,0,0,8396500,8842700,1987300,2411000,8066800,464880,11328000,3437500,121630,7636300
Collinsella aerofaciens TSDC17.2,COG0092,24943000,26775000,59264000,67854000,56318000,32057000,47556000,47732000,42589000,23068000,20119000,16667000,14028000,23038000,28929000,28823000,21017000,17300000,29221000
Collinsella aerofaciens TSDC17.2,COG0093,0,0,595160,891680,0,0,0,0,0,676750,0,549710,338260,759830,0,722820,580630,0,672270
Collinsella aerofaciens TSDC17.2,COG0094,14446000,52327000,37942000,47848000,49546000,35223000,22586000,10988000,23095000,7631900,11040000,11927000,3581800,13246000,20375000,16887000,7443600,14858000,27713000
Collinsella aerofaciens TSDC17.2,COG0096,11193000,16114000,34055000,29606000,29179000,20569000,28514000,1333500,23825000,19348000,18236000,11673000,9283300,21641000,19758000,15033000,10191000,9735600,10837000
Collinsella aerofaciens TSDC17.2,COG0097,17426000,33351000,18853000,56785000,35520000,22314000,29107000,18575000,20757000,23706000,16107000,18928000,8347000,23962000,25668000,26471000,12147000,10464000,21379000
Collinsella aerofaciens TSDC17.2,COG0098,2634900,0,0,6399000,0,0,2092500,0,3216500,14076000,7765400,6689900,5729300,10110000,2034100,6003000,4244700,0,5284200
Collinsella aerofaciens TSDC17.2,COG0099,0,1573600,709020,6704700,1277000,1485200,4358200,1596400,7341900,11868500,10804500,10234900,5495700,9404100,8543500,12169300,6696400,1800400,15332300
Collinsella aerofaciens TSDC17.2,COG0100,1635900,3466600,3644000,2463600,4054700,3466300,9896800,4886200,14175000,4607800,4549600,4978100,1285900,4221600,3137900,6409400,2779200,927980,7626800
Collinsella aerofaciens TSDC17.2,COG0102,10240000,11214000,13804000,15334000,13820000,18086000,17500000,9051500,12953000,4430000,9432100,4636500,3409200,5441100,10067000,8196200,6405000,6273500,9022700
Collinsella aerofaciens TSDC17.2,COG0103,4922700,20729000,24728000,36636000,22285000,27757000,14446000,7701800,19042000,27940000,24608000,20885000,17858000,15051000,16116000,38636000,35159000,14402000,15689000
Collinsella aerofaciens TSDC17.2,COG0104,0,3540200,4924600,6564800,2737800,3756100,6101900,2291000,5404400,2508100,1953800,0,0,2286700,4456800,3992400,2446900,0,4338300
Collinsella aerofaciens TSDC17.2,COG0105,0,1569100,3687700,5718600,3148200,867130,0,853500,0,903530,1689300,1181200,1028700,0,0,0,2468200,1044000,0
Collinsella aerofaciens TSDC17.2,COG0111,0,0,0,0,1727500,0,0,0,0,1626800,1734700,1354700,1322700,1539300,3337800,500540,0,1275500,911520
Collinsella aerofaciens TSDC17.2,COG0115,5038900,6595500,7651700,11445000,8384300,9878600,6866100,5157700,8822600,4980700,7046800,4345800,3643700,5723600,10019000,9127100,5307400,1562400,6673000
Collinsella aerofaciens TSDC17.2,COG0118,0,0,0,0,0,0,0,0,0,0,76211,0,0,0,0,0,0,0,0
Collinsella aerofaciens TSDC17.2,COG0124,0,679100,1139100,8742500,1028700,3145400,1113900,0,2259500,1068600,1574900,624530,196990,1065700,1659900,2276200,0,0,886930
Collinsella aerofaciens TSDC17.2,COG0126,38911000,96904000,71879000,140580000,114120000,113390000,107500000,52661000,71107000,90526000,125600000,86610000,62721000,100440000,90992000,159600000,107630000,52759000,122370000
Collinsella aerofaciens TSDC17.2,COG0128,0,0,1465800,2631900,0,0,0,0,202870,0,0,0,0,0,498990,0,0,0,400440
Collinsella aerofaciens TSDC17.2,COG0136,0,0,0,0,0,0,0,0,0,0,2963000,1994700,1163500,3096000,2630000,3636900,1477600,0,2253700
Collinsella aerofaciens TSDC17.2,COG0137,0,648140,0,1355500,858560,949800,0,0,0,0,612090,0,0,0,622130,0,941830,0,0
Collinsella aerofaciens TSDC17.2,COG0138,3668600,8044400,3764600,14027000,9201500,3954400,5814700,1725100,4492100,7092100,7401400,4625500,2703200,4521700,7441700,7477100,2963800,2589000,4748600
Collinsella aerofaciens TSDC17.2,COG0140,129780,243360,0,208810,204880,271280,510010,0,364980,111560,130770,147560,0,194530,206170,260570,122680,0,132510
Collinsella aerofaciens TSDC17.2,COG0143,1359300,1433300,2987500,3178600,2119800,1489200,3183700,0,0,2173600,1536800,1600200,774320,2055500,1597400,0,519340,0,3557700
Collinsella aerofaciens TSDC17.2,COG0149,24090000,61768000,52434000,70762000,59230000,94833000,1.16E+08,29005000,76645000,58705000,79370000,55581000,34351000,59271000,68066000,102640000,61462000,22378000,83271000
Collinsella aerofaciens TSDC17.2,COG0150,5154800,12392000,8357900,11411000,12937000,8512900,1608500,2271000,879310,3675000,4286800,2745100,911040,5683100,7931000,6271700,3393500,3618000,6546700
Collinsella aerofaciens TSDC17.2,COG0151,595680,1868900,0,2811300,2571900,4177200,6907800,0,5788300,1523900,2059900,1543300,1315100,2387300,3919600,3553400,1540700,1367700,2732800
Collinsella aerofaciens TSDC17.2,COG0152,3743600,11002000,12967000,11410000,7496900,9022900,18065000,5870400,11825000,3781900,3703400,2223100,1983900,4480500,6849800,7143800,2725400,593120,4666000
Collinsella aerofaciens TSDC17.2,COG0154,0,0,0,0,0,2239100,1498200,2887900,2869000,0,0,0,0,0,0,0,885290,0,0
Collinsella aerofaciens TSDC17.2,COG0162,0,1407100,717530,2560200,1234300,0,424930,0,1043000,1317600,832520,752100,786020,935060,1343700,1413700,0,0,1423900
Collinsella aerofaciens TSDC17.2,COG0166,10949000,31697000,38496000,44114000,29026000,41292000,16054000,6031900,5894300,11142000,15644000,9806900,6675400,14968000,24025000,28456000,12492000,8015000,19894000
Collinsella aerofaciens TSDC17.2,COG0167,3480100,4579600,5664900,9596700,8439600,6091700,1471500,987240,2564400,2574000,2533600,1949000,1210200,3112400,7207700,3016100,1780700,2200800,750270
Collinsella aerofaciens TSDC17.2,COG0169,0,0,0,0,0,0,0,0,0,3185600,0,0,0,0,0,0,0,0,1884000
Collinsella aerofaciens TSDC17.2,COG0171,0,0,0,0,0,0,0,0,705860,0,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens TSDC17.2,COG0172,0,0,0,1712800,1808900,0,0,0,0,1421000,2610200,2247900,1285700,1423000,762530,1891200,1917900,0,1623700
Collinsella aerofaciens TSDC17.2,COG0173,2775200,13229000,6166600,12423000,9624300,4570000,5342800,0,946430,3334300,3381700,2133100,0,2707900,8082700,2142000,2211000,0,3957000
Collinsella aerofaciens TSDC17.2,COG0174,1824900,3863900,1901900,7065200,3751400,0,527680,389130,0,623730,2458400,0,0,2410500,4559400,2491800,0,2389700,3161100
Collinsella aerofaciens TSDC17.2,COG0178,226220000,0,0,0,213110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collinsella aerofaciens TSDC17.2,COG0180,0,0,206240,1102600,0,0,0,0,657380,1112400,977920,831540,0,562890,0,1066100,0,0,439610
Collinsella aerofaciens TSDC17.2,COG0184,7965000,11335000,14997000,24917000,15698000,27079000,26795000,3594800,16323000,29886000,30282000,23282000,14035000,40983000,23881000,30539000,21671000,5345400,23130000
Collinsella aerofaciens TSDC17.2,COG0185,8907800,10121000,7336600,6701700,13981000,3695300,0,0,0,9691200,1851500,11351000,693090,1071800,21862000,3599300,16549000,6905200,0
Collinsella aerofaciens TSDC17.2,COG0186,0,9452400,5382500,6936300,4696200,687560,0,0,0,4358700,3227500,3611800,1262000,9233400,0,5208100,5128800,3511500,4460200
Collinsella aerofaciens TSDC17.2,COG0187,717450,0,1249500,0,4650300,3791600,654910,0,660870,0,1608200,0,0,1671600,0,1850400,0,0,0
Collinsella aerofaciens TSDC17.2,COG0188,219820,2229200,2061700,2448400,1679800,2299000,4170510,0,3893120,890230,368670,0,419920,1007700,503120,840040,0,518860,772080
Collinsella aerofaciens TSDC17.2,COG0190,0,0,0,0,0,0,0,0,0,591340,1058600,611520,663730,890700,0,1039400,512220,0,771940
Collinsella aerofaciens TSDC17.2,COG0191,174240000,277021000,208086000,392817000,306230000,301223000,226319000,112984000,251018000,114557000,160903000,104377000,75900000,126198000,260182000,233581000,117333000,104486000,186906000
Collinsella aerofaciens TSDC17.2,COG0192,0,0,496250,885290,800920,0,0,0,0,1623700,358170,0,0,0,0,0,0,0,0
Collinsella aerofaciens TSDC17.2,COG0195,0,908330,739710,3489500,2739900,1375200,0,0,0,1251500,1587500,1860200,1162900,1739100,1516200,4057100,1313500,0,1792300
Collinsella aerofaciens TSDC17.2,COG0197,1550800,0,0,6603600,2375300,0,1921100,0,2602300,12621000,9775500,7211600,6524800,15796000,3362900,19511000,6424500,481590,8840200
Collinsella aerofaciens TSDC17.2,COG0198,0,0,0,0,0,0,0,230610,0,2433700,7503400,4364000,3386100,8806000,0,0,8374100,0,5792400
Collinsella aerofaciens TSDC17.2,COG0200,9907500,5066000,3616800,11811000,9564200,16991000,3902700,0,4131300,21015000,14822000,12913000,6454400,26717000,14643000,18965000,7405900,4189900,18122000
Collinsella aerofaciens TSDC17.2,COG0202,0,3277300,0,4739600,472700,1336600,0,0,0,1577900,1358200,1260200,343660,1767400,0,1589600,1203800,0,1659200
