Taxon,Function,DC.M.48.1,DC.H.48.1,DC.M.48.2,NC.1D.48.1,DC.H.48.2,DC.L.48.1,NC.1D.48.2,DC.L.48.2,DC.L.48.3,DC.H.48.3,DC.M.48.3,NC.1D.48.3
MGYG000004105,LCOG0436,1018515127,83501997,902706250,1239561310,146559937,1715992670,1144997006,872859055,977924989,101916453,528492824.5,1582797248
MGYG000004105,LCOG0449,245860474,0,307545249,168624141,0,416319753,120456951,268098141,160621468,0,60669708,384319000
MGYG000004105,LCOG0459,191847248,120278143,197539835,183434225,58358842,180185423.5,156752228.8,166623294,185774936,61619280,181974158,174475697
MGYG000004105,LCOG0480,12044663,0,4294987,19020242,0,43919087,25083840,10509320,17821289,0,4112043,28425892
MGYG000004105,LCOG0511,136703783,0,155532239,145684522,0,289244656,310237464,200612842,143290103,0,145731324,272960045
MGYG000004105,LCOG0522,49877572.5,1345550,143363173.5,46016636,49928931,7833030,273128828,161828521.5,206147803.5,43853415,93968756,2548500
MGYG000004105,LCOG0532,351089484,0,536446975,402770111,148221782,448343310,643543435,426076049,486424860,0,416233094,391220526
MGYG000004105,LCOG0539,8393927,1358954,3847086,251628,0,1058507,330416,416314,620277,900267,2575188,1269623
MGYG000004105,LCOG0720,4179243,0,6407666,3772255,0,12834951,8169274,3893969.5,5934518,0,3594172,4651278
MGYG000004105,LCOG0770,12955901,0,1697371,9942981,0,13323148,1184997,1205240,3897581,0,5039993,0
MGYG000004105,LCOG0782,12539351,0,10818392.33,17055371.72,7708456,19226509,22305991.9,10669906.25,15535696.33,0,10886201,12926596
MGYG000004105,LCOG0787,12955901,0,1697371,9942981,0,13323148,1184997,1205240,3897581,0,5039993,0
MGYG000004105,LCOG0810,351089484,0,536446975,402770111,148221782,448343310,643543435,426076049,486424860,0,416233094,391220526
MGYG000004105,LCOG1418,398675724,0,455957513,633989040,0,418255003,371089831,476167212,532636092,0,338816361,619973457
MGYG000004105,LCOG1579,23864267,28423598,25981256,41622631,0,37678882,31508004,37518634,22755475,25204733,29485254,33009824
MGYG000004105,LCOG1592,56514693.5,0,62621118,23405987,1731947,89131813,67904103.2,41170047.5,39408689.75,0,54860161,55919349
MGYG000004105,LCOG1866,110106633,0,110287713,90147888,0,150171523,175459990.6,110536920.5,112542608,0,108039545,133849431
MGYG000004105,LCOG1940,37540894,87150232,40457071,14147599,63401371,6731421,28535185,12785199,18937038,92463915,19864167.54,14317546
MGYG000004105,LCOG2086,2453925,0,0,0,0,535387,0,298682,0,0,0,0
MGYG000004105,LCOG2887,15294400,0,4579011,0,440728,22666823,28964446,977864,9088883,0,10637680,29246100
MGYG000004105,LCOG3119,223349608,0,310316648.7,230803163,4359864,441008882,357396063.8,229708961.3,252227568,2446252,241097226,347269240
MGYG000004105,LCOG3340,74509034,0,74951169,75510177,0,9528155,48534075,44810656,46775503,0,19047900,40625454
MGYG000004105,LCOG5016,136703783,0,155532239,145684522,0,289244656,310237464,200612842,143290103,0,145731324,272960045
MGYG000004114,LCOG0081,52644248,0,86363435,34859390,0,116193032,80790226,57696382,82178011,0,76237175,127987625
MGYG000004114,LCOG0459,2734045,0,24184586,9017803,0,16429032,29597207,30103318,8120347,0,0,0
MGYG000004114,LCOG1960,20299032,0,14266433,8970110,0,28313895,14598150,27756807,30023774,0,24848598,14437535
MGYG000004114,LCOG2876,4466301,0,12689566,33929319,0,0,11859668,25956218,14399701,0,422712,0
MGYG000004114,LCOG4219,44621887,0,48185335,43887851,0,54798978,44218292,35526866,37494276,0,38102677,43196947
MGYG000004126,LCOG0013,224141546,26213711,26051589,28561250,748073,356025956,218438598,166356287,215730729,117882862,184476786,254249249
MGYG000004126,LCOG0015,546622394,0,712881213,832835112,0,1017034458,1175247043,798547465,598092062,0,620302714,991427764
MGYG000004126,LCOG0044,82163163,144585798,93229802,6268364,122265283.6,83697078,8308069,72770131,3043758,182616545,118761437,110781168
MGYG000004126,LCOG0050,129865525.9,134230714.8,167329657.3,93601716.8,104421996.4,111859607.8,100109988.7,141093623.3,147966618.8,142389784.8,92507678.38,76977602
MGYG000004126,LCOG0112,42644037,59348893,34007205.5,132234939,73024244,187707430,69561540,113140214,34951756.5,105903402,56249599.66,233382998
MGYG000004126,LCOG0126,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004126,LCOG0152,303529613,0,337978710,322689639,0,446002885,465252329,345788139,298905005,0,319296957,450918742
MGYG000004126,LCOG0330,7850054,0,4779483,0,0,0,0,0,0,0,5630888,0
MGYG000004126,LCOG0459,17712275.67,40555919,17594574,947262.5,46838939.73,33641603,47835549,7307943,5393606,55054669.92,30363305.65,18203488
MGYG000004126,LCOG0468,654490527,0,566746947,417398646,308973607,662472606,621836790,439503603,323095620,0,682564903,555414429
MGYG000004126,LCOG0518,3065752,0,1563839,6418461,0,10934098,6286940,5980318,7420466,0,940131,6201157
MGYG000004126,LCOG0519,3065752,0,1563839,6418461,0,10934098,6286940,5980318,7420466,0,940131,6201157
MGYG000004126,LCOG0554,25789356,0,18074639,20872634,2934716,12395237,10039078,15068080,46977937.5,0,17722315,8181560
MGYG000004126,LCOG0822,1645827,0,6510932,4028528,0,0,5757931,12911783,5212335,0,0,0
MGYG000004126,LCOG1109,48468643,196212111,36528154,0,150292902.3,48620289,0,22193591,0,140183741,36320616,32968407
MGYG000004126,LCOG1882,2883562,0,3573387,3238124,2129032,1840250,3896343,3609315,2416807,0,3803520,4278659
MGYG000004126,LCOG2001,78476309,0,72865645,69366609,10197885,118289106,152937228,100146343,96299096,0,83756491,126814454
MGYG000004126,LCOG2084,17277526,14647338,8438798,12758612,4660118,12283916,3983963,2669223,7785029,4253427,6347395,1632322
MGYG000004126,LCOG3363,289462578.8,186215481,349990369,331180740,137173136,463625316,482308818,356777250,310113341,160469131,325814619,460215327
MGYG000004136,7568M,22373683,5982290,24901602,19474604,0,26387178,33070371,27679457,15037603,0,33795520,0
MGYG000004136,775TI,65935160,0,85704901,0,0,0,12308171,106376520,0,0,0,22695930.39
MGYG000004136,LCOG0005,10429030,53795234.8,17646483,0,55331414,0,0,0,0,65018231,12074501,0
MGYG000004136,LCOG0013,6732162,0,4811795,5421657,0,3424737,17444165,14070556.52,17341043,0,12425748,49613520
MGYG000004136,LCOG0049,36140787,17355919.5,71069966,53687813,0,95398210.5,134699629,71738395,31258080,0,89848028,124355754.5
MGYG000004136,LCOG0050,1836188015,27123421,1744879619,4505184802,28144581.5,2292950907,3459399907,1970999372,2062159535,71143442,3779202958,3942440335
MGYG000004136,LCOG0073,59386293,8959945,57623946.33,70409598,6898829,69593844.65,92942733,70283711,61117317,7674540,54713658,69725512.17
MGYG000004136,LCOG0136,944578127.5,0,1041412339,950216642,0,1522584385,1588125334,1076510444,871077837,0,833891718,1228962385
MGYG000004136,LCOG0143,59386293,8959945,57623946.33,70409598,6898829,69593844.65,92942733,70283711,61117317,7674540,54713658,69725512.17
MGYG000004136,LCOG0183,43250368,52583552,57014960,37856933,77551191,38270209,92696253,67898614,35984442,106581646,58920355,59826049
MGYG000004136,LCOG0192,127378310,0,250297996,39778219,0,43881442,40552869,41308394,223187948,0,305736522,189674575
MGYG000004136,LCOG0317,17284987,0,12046521,10286661,0,20563885,40641754,16957707,19138447,0,12007729,15382044
MGYG000004136,LCOG0329,154256309,0,125272523,85867773,0,237602622,113927845,157372522,91023326,0,120022088,118563025
MGYG000004136,LCOG0480,1147507444,861702810.6,285099187,1082731827,1034109005,58313845,1083389377,1245103249,394092891,552441785,836880389,612574011
MGYG000004136,LCOG0493,10671770,0,37483441,34085958,0,40987473,57405992,45348626,20804998,0,17979155,56500919
MGYG000004136,LCOG0554,212493031.7,277587294,237448692.8,288799546.7,142876721.5,120069862.9,422577502.8,289569759.3,217075069.5,289116736,309615588.3,409096817.5
MGYG000004136,LCOG0629,0,42557641.55,0,0,0,0,0,0,0,0,1799152,0
MGYG000004136,LCOG0653,12852818,5290385,37309861,27883071,4299958,28828913,49866290,45749148,34421499,11339109,21306751,43497994
MGYG000004136,LCOG0674,548604634,268259803,343099100,371735207.8,258682724,720511994.2,8734425.6,272001348.8,438368651.8,247862152,480165443.8,384297127.8
MGYG000004136,LCOG0735,38854798,0,26613331,18799896,0,604479,102424971,1001882,13440841,0,4504255,96126557
MGYG000004136,LCOG0826,77059777,0,140378690,187668771,0,151581912,250293796,209405441,155787998,0,199538080,204964630
MGYG000004136,LCOG1012,225711713,0,34541863,139730810,41400691,466809320,739644286,154443436,59424833,0,562423858,354081405.4
MGYG000004136,LCOG1013,548604634,268259803,343099100,371735207.8,258682724,720511994.2,8734425.6,272001348.8,438368651.8,247862152,480165443.8,384297127.8
MGYG000004136,LCOG1014,548604634,268259803,343099100,371735207.8,258682724,720511994.2,8734425.6,272001348.8,438368651.8,247862152,480165443.8,384297127.8
MGYG000004136,LCOG1077,400032334,0,29025737,101920472,30850947,141419364,125426119,164164149.5,10879327,28912122,272205890,81354846
MGYG000004136,LCOG1143,548604634,268259803,343099100,371735207.8,258682724,720511994.2,8734425.6,272001348.8,438368651.8,247862152,480165443.8,384297127.8
MGYG000004136,LCOG1278,59721823,0,59397471,18743133,0,20536361,41285818,27966946,8553617,0,9931087,0
MGYG000004136,LCOG1589,0,0,433117573,287936,633192200,389951879,506740754,403982,426526133,0,534994905,382138448.3
MGYG000004136,LCOG1744,40956230,0,21001686,308238,0,0,0,0,288971,0,29495030,0
MGYG000004136,LCOG1866,5006348,0,10932443,15584246,0,34437097,619443,11063828,4724245,0,9974651,25282543.01
MGYG000004136,LCOG1894,10671770,0,37483441,34085958,0,40987473,57405992,45348626,20804998,0,17979155,56500919
MGYG000004136,LCOG1960,3587548,0,5708902,0,0,0,0,19845014,0,0,0,788803
MGYG000004136,LCOG1970,137142039,0,89343463,6442147,33768156,39544161,36641178,30643058,23635772,42597410,79485165,0
MGYG000004136,LCOG2086,179567570,52183401,173244805,39866139,42778187,87925348,152056283,147065839,66434776,64425810,124716634,171298468
MGYG000004136,LCOG2160,42846100,0,4393154,253243823,0,0,88141171,291839944,101905,0,77547356,39719229
MGYG000004136,LCOG3290,96804964,0,7785992,1683292,0,249487726,306565751,184040443,102290891,0,111845644,242448602
MGYG000004136,LCOG4974,66015529,0,89138470,92522289,0,68768719,69055532,89555701,101558587,0,53544929,60763886
MGYG000004142,LCOG0099,5779441,13889964,7023560,0,10858294.52,8280962,0,325273,0,8112150,8280041,12350813
MGYG000004142,LCOG0148,0,18627517,0,0,38389617.74,0,0,0,0,31676271,0,0
MGYG000004142,LCOG0191,6037485,17458460,17125331,0,13675751.35,11514638,0,6607810,0,32188696,9456116,5822966
MGYG000004142,LCOG0370,689932,0,322731,0,9536357.373,316574,0,446728,0,10369111,1589323,0
MGYG000004142,LCOG0459,0,0,692466,0,27913628.98,1216757,0,0,0,22653055,0,0
MGYG000004142,LCOG1024,2060270,74961246,1425799,0,87537483.59,0,925908,549336,0,133978446,3022250,1493097
MGYG000004149,6T5KV,61371137,0,160583541,110360225,0,104863057,105673428,94311032,60786211,0,66998578,108668838
MGYG000004149,LCOG0433,119906091,0,106473430,144197370,0,167410265,131880120,103141483,113143904,0,95838736,145252519
MGYG000004192,LCOG0222,31950474,0,35898124,17408312,0,11777951,26279337,19556985,19535881,0,28667128,0
MGYG000004207,LCOG0522,560968679,146912661,557810233.3,325195957.5,101509237.5,569862368,560481153.3,506650549.4,380118575.8,113230594,593199627.9,530105335
MGYG000004207,LCOG0674,5789953,0,7846276,5148752,0,20205333,3055742,5798867,4122970,0,0,0
MGYG000004207,LCOG1013,5789953,0,7846276,5148752,0,20205333,3055742,5798867,4122970,0,0,0
MGYG000004207,LCOG1014,5789953,0,7846276,5148752,0,20205333,3055742,5798867,4122970,0,0,0
MGYG000004207,LCOG1143,5789953,0,7846276,5148752,0,20205333,3055742,5798867,4122970,0,0,0
MGYG000004215,775TI,219374974,19807798,186877963,217495228,11611948,232243835,440353866,553662989,331774615,7515126,132318207,338699306
MGYG000004221,LCOG0050,82347451.55,13613918,207519897,264388569,14203349,346153823,386421592,369771182,207351146,23468801,82745537,399324699
MGYG000004221,LCOG0337,207487422,0,164539665,248605952,83516997,282740593,188223599,175584059,178310210,0,149797281,242269977
MGYG000004221,LCOG2759,28035630.49,16376275,36341015,27379129,14033420,24129738,41086344,31411465,26358708,16354318,24242872,1625839
MGYG000004223,LCOG0090,147012735,145030859,218689066,0,111711926.4,135967992,0,122456160,0,127664458,36206443,115406577
MGYG000004246,LCOG0099,180518969,151234178.2,210046757,197015828,86752223.9,227000814,283825484,292025171,262186491,137138197.9,249040666,334322076
MGYG000004246,LCOG0100,24931389,0,33360318,15801635,0,19674236,9594958,18704659,22631119,0,32341498,15780322
MGYG000004246,LCOG0370,11856797,0,6373805.5,12119766.5,0,16738033,12392944,9394841,24697952,0,12834914.5,7499033
MGYG000004246,LCOG1592,17181968,0,19838196,7232246,0,18164984,98992473,16955308,11737660,0,15751406,0
MGYG000004250,LCOG0055,13169857,0,42693404,24266169,0,0,0,6662884,33197135,0,0,0
MGYG000004250,LCOG0057,433151207,0,15195382,431726184,0,69202121,693003251,140094920,15232321,0,235632193,157832238
MGYG000004250,LCOG0098,252390000,52165558,274861314,366273244,47509805,516704771,699454100,372933645,488909391,61901663,305959242,608980835
MGYG000004250,LCOG0234,21797680,33675028,14405983,12387261,24048691,37127251,52459792,33704553,12277003,31485248,27569047,33204283
MGYG000004250,LCOG0480,26413660,0,16511303,2120718,0,17560271,6891082,2209443,4730552,0,23993021,13033579
MGYG000004250,LCOG1032,104719587,0,100061890,244539139,0,256048200,267200595,156227875,131646095,0,65550912,258200072
MGYG000004250,LCOG1866,780876136.8,569418833.7,905074309.3,745350302,198093411.5,599097691,1313319832,1130672240,788772990,356481772.7,1065749936,953212472.7
MGYG000004250,LCOG1960,0,1848487486,43324,0,1543966276,0,0,7546,0,1532211475,0,0
MGYG000004250,LCOG5016,14625798,0,19580832,4108540,0,18180651,20264399,14583700,4443461,0,17847874,14923017
MGYG000004256,LCOG0233,80469445,12872075,57354952,51637598,7123995,9629826,98779309,69272723,89490708,19301792,27509004.46,1551601
MGYG000004256,LCOG1156,47560719,0,59897457,94100585,636060,58731849,84484568,77021429,61186488,0,36658597.38,55180714
MGYG000004265,75K31,7519719,0,46383167,39800721,0,19036815,37604093,59794026,42007951,0,5524114,0
MGYG000004265,LCOG0048,33169375,0,37967909,20139883,0,46521686,61127663,39377213,12067830,0,68459632,75609332
MGYG000004265,LCOG0674,3263754,0,5881211,20006310,0,28304831,19828245,17267517,8878763,0,11604597,18554945
MGYG000004265,LCOG1013,3263754,0,5881211,20006310,0,28304831,19828245,17267517,8878763,0,11604597,18554945
MGYG000004265,LCOG1014,3263754,0,5881211,20006310,0,28304831,19828245,17267517,8878763,0,11604597,18554945
MGYG000004265,LCOG1149,3263754,0,5881211,20006310,0,28304831,19828245,17267517,8878763,0,11604597,18554945
MGYG000004271,LCOG0005,624683548,73143432,872649362,837112963,40409363,1153191756,1453305505,1119580200,714028532,63064144,688749956,1227227508
MGYG000004271,LCOG0008,8774136,55268680.08,7438982,401949,26314085,25268377,4554769,4013480,736911,27990959,15163636,26246080
MGYG000004271,LCOG0017,6913162.5,48155637.56,8424787,0,50273320.59,2198616,0,5135943,0,47322111.81,16876055,34707007
MGYG000004271,LCOG0071,14170224.5,49471590.5,875866,0,35626758.74,22722757,0,41862992,0,75520485.44,15100600,6815060
MGYG000004271,LCOG0091,80339456,72178513.94,91012731.33,10636774,210125102.3,27823172,14626074,57481391,8444458,164954706.4,58373358,40600688
MGYG000004271,LCOG0104,406673,0,1023103,263456,0,1511598,1586931,2102605,566082,0,108535,1041033
MGYG000004271,LCOG0111,2690495,88716934,2587006,0,26733557.61,14497624,0,4500045.5,0,22566167.2,4307216,23858330
MGYG000004271,LCOG0149,2527148757,5229975569,150383982.3,0,372714841.6,9744620,0,374822510.5,0,227267037.6,120678377.5,21813325
MGYG000004271,LCOG0162,219112660.7,146139511,344716006,38206142,115034167.6,590681740,83089838,158177290.3,33541204,142059671.7,306471448.8,213604113
MGYG000004271,LCOG0186,62352350,17266352.22,68360527,0,12257188.5,0,0,86176054,0,19175246.77,50514346,0
MGYG000004271,LCOG0224,29910587,118131357,27772257,0,21712256.45,42203419,0,35018891,0,64782930.11,50481788.67,17238849
MGYG000004271,LCOG0268,370019,0,1685236,0,36638216.75,0,0,195227,0,46293400,145019,0
MGYG000004271,LCOG0329,363737,0,78600,0,3102951.256,129296,0,131288,0,1308774,422967,0
MGYG000004271,LCOG0426,0,8586496.72,664272,0,4069779,0,0,0,0,6988795,908513,0
MGYG000004271,LCOG0444,214378626.7,186952285.8,182761413.7,0,153505721,430317473,0,185321960,0,148193199.5,511041276.5,589125157
MGYG000004271,LCOG0449,8317836,56088180,424002357,0,22928895.83,447415491,0,423633281,0,19871654,270054039,406704505
MGYG000004271,LCOG0462,2018141,10538415,2100504,0,12572150.48,19675860,0,0,0,20832214,27740782,5786102
MGYG000004271,LCOG0473,8516031,380570,1202594,0,4657182,0,0,0,0,5694615.703,13055730,0
MGYG000004271,LCOG0480,31584491,30788896,31434981,0,27384500,0,0,37058812,0,19101766,0,0
MGYG000004271,LCOG0492,0,101557059.5,3879683,0,26833490.91,0,0,3014099,0,52051010.52,48416498,0
MGYG000004271,LCOG0522,69962156,201705577.8,26023183,0,175304047.2,27418213,0,15763334.5,0,169711525.1,37673382,29540695
MGYG000004271,LCOG0549,6415081,15495756.61,1084331,0,0,0,0,0,0,5164085,2212050,0
MGYG000004271,LCOG0562,89984,4115422,0,0,5814534.811,0,0,0,0,4465445,158529,0
MGYG000004271,LCOG0579,294595433.8,242280586.7,107968790.5,0,241040085.3,12675479,0,118128398.5,0,397272716,259076297.5,1306583
MGYG000004271,LCOG0679,625069533,716364462,637567670,0,241998064,0,0,33793460,0,187078752.6,81497854,0
MGYG000004271,LCOG0740,2894583,31325262.4,3015350,0,4536842,0,0,0,0,41189379,12686576,0
MGYG000004271,LCOG0784,2617105,6613492,480457.5,0,7031027.636,60496982,0,0,0,3285456.995,9727871,11002072
MGYG000004271,LCOG0835,2617105,6613492,480457.5,0,7031027.636,60496982,0,0,0,3285456.995,9727871,11002072
MGYG000004271,LCOG0840,184658952.5,417664997.1,81923706.5,245991,356540990.3,13592237,0,72505061,1833740,388012381.79999995,155755977,22765305
MGYG000004271,LCOG1091,14261278,11028835.96,12018892,0,19861995.9,26409050,0,1059162.5,0,16684173.85,12946196,19065569
MGYG000004271,LCOG1109,232682745,60499156.46,157086068,0,62553935.02,23701938,0,113978280,0,145749938.1,173732174.5,21721137
MGYG000004271,LCOG1136,71470665,202431806,63160675,0,144750357.6,68146291,0,39423175,0,159455661.3,64230454,105434309
MGYG000004271,LCOG1167,176722679,1987428,282942216,0,11983138.35,256344702,0,255386101,0,244234959,227225603,258924940
MGYG000004271,LCOG1299,635261,12824906,386160,0,16956042.87,0,0,224906,0,26638359,175705,1944276
MGYG000004271,LCOG1344,7524441,0,7141510,12548146,0,6065943,8110402,2406743,6804989,0,6666744,0
MGYG000004271,LCOG1445,635261,12824906,386160,0,16956042.87,0,0,224906,0,26638359,175705,1944276
MGYG000004271,LCOG1493,634016862.5,274146661.6,418274007.3,0,195068296.7,434328086,0,280201099.5,0,217336918.5,545597902.7,284718434
MGYG000004271,LCOG1762,635261,12824906,386160,0,16956042.87,0,0,224906,0,26638359,175705,1944276
MGYG000004271,LCOG1960,359904633,12124464,371764288,220385474,13155319.52,354680571,422053093,303846712,180074778,13574235,532577421,557509452
MGYG000004271,LCOG2025,150978863,535297391,212115180.5,32888902,578330445.5,23068234,24560685,193213702,14781398,731363944.7,235649364.5,1574244
MGYG000004271,LCOG2326,0,0,848284,0,6284533.413,0,0,0,0,15629848.11,0,0
MGYG000004271,LCOG2894,1250906,66369344.4,1474054,0,74249164.85,161867,0,1471780,0,64047010.39,4999847.5,28249292
MGYG000004271,LCOG4690,12911713,43895004.69,3368434,0,38758525.34,0,0,0,0,20050027,6728613,1309154
MGYG000004271,LCOG4770,419481517.2,332670426.1,367667202.2,0,176187695.4,953867943,0,449973419.5,0,157727168.9,243880339.8,720342859
MGYG000004271,LCOG5016,61870383,134654655.7,41002817.67,0,260115670.4,0,0,5655414.5,0,227371973,76783926,3561443
MGYG000004279,75K31,72463166,0,79305691,45678944,0,44338525,70597320,61300789,52976998.89,0,27033263,4628484
MGYG000004279,LCOG0057,31116904,0,30932604,17475856,0,34998309,25069962,25674780,15629807,0,30565504,19483706
MGYG000004279,LCOG0080,298256512,0,286119714,350334779.2,537734,423660438.7,567049031,404907436,368597359,0,202568910,518643113
MGYG000004279,LCOG0200,24154152.77,0,22642229.01,8238707.703,0,37144210,18707104.43,24485672,27485102.81,259807.6667,25987382.82,23122540.48
MGYG000004279,LCOG0365,41610850,0,15878349,9207816,8717952,10464423,13594847,2926349,17255832,0,12589167,4889724
MGYG000004279,LCOG0544,114099069,0,97370987,107304928,0,123747195,205051968,118554674,44407,0,95337954,118204788
MGYG000004279,LCOG0674,655805,0,2052902,4234516,0,1897017,4892907,4574112,3631470.425,0,2184377,2543859
MGYG000004279,LCOG1013,655805,0,2052902,4234516,0,1897017,4892907,4574112,3631470.425,0,2184377,2543859
MGYG000004279,LCOG1014,655805,0,2052902,4234516,0,1897017,4892907,4574112,3631470.425,0,2184377,2543859
MGYG000004279,LCOG1058,33779279,0,43064186,21233518.12,43932521,45032784.18,39235152,30382006,18634930.74,0,35866507,33753408.17
MGYG000004279,LCOG1149,655805,0,2052902,4234516,0,1897017,4892907,4574112,3631470.425,0,2184377,2543859
MGYG000004279,LCOG1546,33779279,0,43064186,21233518.12,43932521,45032784.18,39235152,30382006,18634930.74,0,35866507,33753408.17
MGYG000004279,LCOG2607,122295190,0,125643208,69218211,221652122,129795362.3,77339428,65212967,61474140,0,126471973,76439896
MGYG000004296,775TI,25589662,6745433.709,12009126.5,3245421,44765060,10315050,0,1283524,4286813,43084786.42,20703750.25,0
MGYG000004296,LCOG0149,20393923,762916,12815239,11458510,0,15661397,13671445,17400384,17592056,1169350,7324009,13258527
MGYG000004296,LCOG0176,3653584,22144391.66,10700723,0,916654,0,0,0,0,0,4019792,0
MGYG000004296,LCOG0264,14111387.33,6905066,44341411.61,23149847.5,8921502,73074350,36589026.02,48232400,20101628,11671777,63023508,67656518
MGYG000004296,LCOG0280,0,13045521.02,0,0,0,0,0,0,0,0,0,0
MGYG000004296,LCOG0329,27363574,0,25636251,37809152.32,0,177591383,73172044,69737886,38534303,0,42111032,159519002
MGYG000004296,LCOG0436,6076555,0,26376443,10842695,0,16719752,13469545,10669412,5129202,0,4499253,5459456
MGYG000004296,LCOG0459,156149742,0,127816259,193388493,0,149776027,195410896,204949148,196502499,0,135494071,106073723
MGYG000004296,LCOG0498,321339,5375555,0,0,21002727,0,0,286201,0,21264971.47,936754,0
MGYG000004296,LCOG0542,414789,20826824.87,67005,0,0,0,0,0,0,0,4283541,0
MGYG000004296,LCOG0563,183133524,29802607,214014912,178313734,22485497,223685558,210870150,199577811,137612832,36192782.73,191087768,222965656
MGYG000004296,LCOG0653,10180624,8486901,12139822,18822336,119687645,26973454,29649485,22069634,14394149,0,7645225,29398086
MGYG000004296,LCOG0674,2171344611,89961608.85,43706781,7583157,77794493,113568282,80401677,11585569,13274534,131480391,1716798303,105912728
MGYG000004296,LCOG1013,2171344611,89961608.85,43706781,7583157,77794493,113568282,80401677,11585569,13274534,131480391,1716798303,105912728
MGYG000004296,LCOG1014,2171344611,89961608.85,43706781,7583157,77794493,113568282,80401677,11585569,13274534,131480391,1716798303,105912728
MGYG000004296,LCOG1143,2171344611,89961608.85,43706781,7583157,77794493,113568282,80401677,11585569,13274534,131480391,1716798303,105912728
MGYG000004296,LCOG1152,15757337,34216963.14,19655945,28687941,61203271,1137544,3800569,33814838,23020054,60338323,0,24364862
MGYG000004296,LCOG1614,15757337,34216963.14,19655945,28687941,61203271,1137544,3800569,33814838,23020054,60338323,0,24364862
MGYG000004296,LCOG2265,111342917,152764591,91642690,167712478,115082857,53631195,64566260,50869855,50484450,137523081,246600293,53748816
MGYG000004296,LCOG2344,582934,0,2975721,23343699,0,19671472,28744863,21225937,20838211,0,266171,31857799
MGYG000004296,LCOG3839,2995757,10508550,10595970,22711254,12398380,0,2424914,3455687,6430155,19802109,621819,0
MGYG000004296,LCOG4277,14529147,40886985,27785326,10933527,5744219,2328782.333,15011234,12035113,18525566,21447081,11504230,0
MGYG000004321,LCOG0057,2967661,0,2195142,8944713,0,28784876,0,415278,1605569,0,0,0
MGYG000004321,LCOG0086,9612876,0,11687823,4570445,0,0,44749819,21062857,13736546,0,17498254,0
MGYG000004321,LCOG0148,53614529,0,59405504,37913319,0,44536378,43622578,45559405,34471982,0,56278838,36723620
MGYG000004321,LCOG0166,0,0,27052444,6621659,0,449645,0,14774519,2532915,0,0,0
MGYG000004321,LCOG0267,24792930,0,72063647,87385268,0,1056206,124167732,97456992,42111671,0,7143243,8875251
MGYG000004321,LCOG0504,89285844,0,86743665,367963749,0,313907971,324092436,182090696,97582516,0,94110384,328075988
MGYG000004336,LCOG0427,34334994,34154561,19780235,31365296,22495161,20864180.5,31955229,34960595.33,9544939,21509368.7,18406817.67,37375374.5
MGYG000004336,LCOG0448,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004336,LCOG1362,20115650,0,40625762,30991914,1908466,0,0,35217477,38665445,0,343724,603867
MGYG000004336,LCOG1592,0,0,52355348.5,46466284,1610943.5,3889394,0,0,1959258,0,0,0
MGYG000004336,LCOG1638,10201025,0,25820098,21568778,445677,25764389,45468223,37873915,18630632,308689,16468534,12399659
MGYG000004336,LCOG1904,56315518,45442638,66200043,49930975,34925167,61397797,57694437,0,48459473,40503010,60023733,51979976
MGYG000004336,LCOG2759,10426129,17934404,4921070,0,9001651,0,0,392521,367232,9407778,1681834,0
MGYG000004343,LCOG0050,169564711,0,198748888,105329546,0,125623900,93793086,132532304,121597476,0,165188068,115895407.5
MGYG000004343,LCOG1004,53791963,0,74560667,15162265,0,22884447,15264695,29592925,13944876,0,65804717,24683594
MGYG000004345,76U9N,1634812717,1209105765,2048117978,144915363,1073958235,29103582,29178757,1981336515,155434431,1325332516,1859331498,16091216
MGYG000004345,LCOG0031,13178192,6815459,0,900708,723279,0,624550,2215767,195317,988063,7451264,0
MGYG000004345,LCOG0039,423780442.2,210832996.9,273453439.9,370218181.8,182404755.8,613093834.5,646457220.9,374410234.3,367131388.7,291700307.2,450823851.2,330959237.2
MGYG000004345,LCOG0046,40641292.87,44632795,52419427,23370557.62,3705197,202053667,93050037,70961167,62138764.75,4318816,25924012.5,91169098
MGYG000004345,LCOG0047,40641292.87,44632795,52419427,23370557.62,3705197,202053667,93050037,70961167,62138764.75,4318816,25924012.5,91169098
MGYG000004345,LCOG0048,70057191,254406565,68411950,40586484,117913085,48400889.5,35620227,42742147,37221953,162912166,54827965,47706125
MGYG000004345,LCOG0049,112703891,36560276,277474497,248646641.7,216190224,555841070.7,243175302,561576133.3,125626594,133986687,346261890,632425000
MGYG000004345,LCOG0050,232355227.7,147012253.5,213907401.6,266209693,76283010.99,288397219.1,237431354.2,200901001.6,241455452.6,97252583.83,291486064.4,226936532.4
MGYG000004345,LCOG0052,20395233,51618759.75,26435367,101811047.5,18014036.05,21596992.5,13250728.25,25729153.67,284477282,28026926.58,93503759.17,14509118
MGYG000004345,LCOG0055,6003658,590249,4957981,12705028,5442512.5,14181200,5178673,9717210,12430065,5881611,4541024,0
MGYG000004345,LCOG0057,160307005.1,273338917,88398082.05,138880381.1,184746171.5,312907234.5,165192247.8,119849520.4,109174254.1,199979807.8,196470952.5,187861844.8
