Taxon,Function,DC.M.48.1,DC.H.48.1,DC.M.48.2,NC.1D.48.1,DC.H.48.2,DC.L.48.1,NC.1D.48.2,DC.L.48.2,DC.L.48.3,DC.H.48.3,DC.M.48.3,NC.1D.48.3
MGYG000000179,LCOG0450,2090028177,1920549833,3394204531,2752152795,969880525.3,4662039274,6481136824,4499096003,2753258225,1667649984,2546164401,4895924653
MGYG000000179,LCOG0451,872884434.1,527690815.5,1335560022,820945156.4,420071353.2,1113323452,1538572504,1037068878,1134333766,432931061,782942926.9,1516634536
MGYG000000179,LCOG0452,114281585.9,13484777,120311913.7,130625247.7,42661313.25,165182785,233906724,132916120.2,109356236.5,50335256,98048319.58,212182536.7
MGYG000000179,LCOG0454,78629236.75,0,89701555.75,98197308.25,5207671,233827286.5,212910539,126626189.8,98394880.5,0,73971759.25,115931225.7
MGYG000000179,LCOG0456,18559717,0,22764243.67,15174241,0,22091237.6,35595819.8,30938577.99,23236068.25,419829,15353710.16,32382218.22
MGYG000000179,LCOG0457,1996102644,79165454.21329999,1939614255,2679587206,273076103.8,3178497520,3327121765,2672266796,2255162463.2200003,140672032.3,1936382889,2833329734
MGYG000000179,LCOG0458,87546297.51,2412502,80921613.63,133103787.3,21583570,199736877.1,284966799.9,186130496.27999997,115120567,1868597,81787027.47,240980432.9
MGYG000000179,LCOG0459,1630846343,179901848.8,1440674190,1874316319,69866159.35,2433566343,3171860898,2234372846,1423001197,122903677.7,1500122336,2174867452
MGYG000000179,LCOG0460,848622146.9,74619162.21,1306969078,768146688.9,107906517.9,1167958591,1636161551,1137401477,732135833,117593843.8,546034813.4,1102137714
MGYG000000179,LCOG0461,441742740.1,103328897,330403039.29999995,286091298.65999997,208611334.9,445345375.1,531138873.5,317659817.9,461430415.5,184882308,376961412.8,604968804
MGYG000000179,LCOG0462,1927439664,468527403.7,2433903586,3309083475,227186337.9,4778633699,4516372054,3765634391,2089940585,282161428.5,2982901787,5101373301
MGYG000000179,LCOG0463,1482781709,159511717.2,1435054956.6290002,1338560987,318184520.8,2737224344,2616035545,1864318505.3400002,1496868514,357579076.29999995,1371423101,2451468798
MGYG000000179,LCOG0465,1190075117,102646714.58000001,1383968931,927085701.1,166273192.54999998,1402883487,1743392908,1250940502.6000001,821982517.7,116825136.2,915733903.4,1696489333
MGYG000000179,LCOG0466,595439083.7,11213189.5,798318471.1,918479328.3,157164139,1324993937,1435154418,1507832236,896779089.4000001,10768206,637076161.5,1029887451
MGYG000000179,LCOG0468,756360298.9,133138641.7,999183375.4,840426254.2,114339992.3,1516554298,1668817841,717682318.9,837361176.4,136910231.7,675623641.4,1033572830
MGYG000000179,LCOG0469,908308629.7,1728069.8,1095156604,1103790129,62014808.47,657379625.2,2004073255,1330720340,1012273459,30369648.17,1150378084,1271121389
MGYG000000179,LCOG0471,45626926,0,46538834,138649023,0,131308461,72448468,44476518,31996041,0,43631645,108215769
MGYG000000179,LCOG0472,50851526,0,50978825,55349200,0,1766108238,121993840,51909468,107880404,0,44647172,2065230384
MGYG000000179,LCOG0473,1334880677,266954999.3,1467443508,1585339733,290662098.9,1614612085,2045369738,2004343858,1190763658,344319416.6,1227164036,1536994214
MGYG000000179,LCOG0474,125360621.9,373972,118404439.6,135566532.8,13608368.85,151107475.1,193657629.1,156736662,122834171.9,4091493,125768034.2,169873573.8
MGYG000000179,LCOG0480,5469081013,118920644.4,7404849795,6951968854,248757071.7,11387904757,14374573557,10514221877,7123894812,182448469.1,5405675830,12208107638
MGYG000000179,LCOG0481,302532768.2,52799697,104433046.8,115307466.4,44730258.23,386681703.9,577231413.1,131139950.7,75226550.13,52861187.67,385750920,441083983.3
MGYG000000179,LCOG0483,351977193.2,25730901,408154360,426162387.5,22521924.75,638148462.8,741976869.9,553378279.6,394507654.5,23522187.33,341659619.5,661533982.8
MGYG000000179,LCOG0484,461094025.8,8217700.333,480123170.2,389900802.1,68359406.83,657133306.4,629461817.5,483298217.5,327523402.9,15093674.83,477963333.7,1110118283
MGYG000000179,LCOG0486,565547809.7,678019,751644968,349604579.3,2216415,677528061.1,636169986,520466733,450766508,9628500,617863945,585314623
MGYG000000179,LCOG0488,1485484578,166481440.3,1407433568,1172158583,154671041.9,2362248863,2229818253,1311389692.1999998,1382310733,238269146.57999998,2108806465,2668183753
MGYG000000179,LCOG0489,296079864.3,0,296566946.15999997,280890743.5,0,335196628.34000003,431840154.6,298136224.6,258227268.67000002,87873,246598721.32999998,335407252.2
MGYG000000179,LCOG0491,742662181.8,97809188.87,1118356439,910502850.5999999,575278791,919963767.9,1291632112,1410972931,987169778.3,71772901.3,952113316.9100001,764626697.4
MGYG000000179,LCOG0492,19582706571,1773562308,20779418235,28804967194,2577961125.3433,39718409113,50332653699,39202166626,28448613298,3240500833,20525419551,36694679429
MGYG000000179,LCOG0493,4218935724,902362240.3,5587245777,4141152487,1454641731,4568455573,7233778760,4997026093,4143863551,1013887850,4589460829,3985131248
MGYG000000179,LCOG0494,778716524.5,0,504491945.6,466199051.6,2235660,476795220.2,667119432.3,1080101499,488088813.5,2824934,459526424.3,627676211.9
MGYG000000179,LCOG0495,1761438334,241624892,2214671142,2306302026,381275878.3,2109093364,2517738123,2320283685,1948645451,143849043.9,1649046463,2504134257
MGYG000000179,LCOG0497,196474466.9,47525638,433824673,176339033,2153295.5,346240034,195321708.1,116345674.6,195900920.7,1781148.75,169592370.5,243081674.5
MGYG000000179,LCOG0498,206626613,95170291.6,248437580.9,304441809.5,6840038.52,423324185.8,525715776.9,433617544.2,288119268.6,7876379.622,187335967.6,432145468
MGYG000000179,LCOG0502,556503499,31505620.67,423441734.2,624119407.7,16424674.74,856428257.1,865638925.3,723455506.4,308138157.8,17039802.33,470662729.7,572255918.2
MGYG000000179,LCOG0503,217210650.2,10337726.14,302462999.9,323053286.9,23379161.13,527106535.1,578855784.9,474125752.2,361372185.6,18508388.13,263030541.6,556714369.9
MGYG000000179,LCOG0505,68397684.21,11787916,87687214.23,80321420.62,15039241,139859336.9,146697000.9,89966485.48,196051626.4,2939769.5,55227537.88,203837102.6
MGYG000000179,LCOG0510,5943878201,895839268.1,8247709807,9747099538,779313325.1800001,15800042706,23524172818,14737741898,8560036796,825381229.5,5941952090,16172070710
MGYG000000179,LCOG0513,369584934.5,460902346.5,372812002.5,397858031.4,85738208.5,465744539.6,564303906.5,438247175.5,350240795.6,153875457.5,337532449.1,479883221.6
MGYG000000179,LCOG0514,669775,0,1429178,0,0,4686167.763,4414311,764011,2552708,0,228130,3464034
MGYG000000179,LCOG0515,149201317.1,3461724,112498640.1,103844477.3,23883580.75,101232732.3,324200820.3,306506165.1,97046543.33,1040554,137584621.2,124754923.7
MGYG000000179,LCOG0516,989481816.4,158565562.7,994614369.1,1488957602,191395630.8,1874035917,3503578706,2103804767,1351609208,200282008,854986340.1,2160933748
MGYG000000179,LCOG0517,989481816.4,158565562.7,994614369.1,1488957602,191395630.8,1874035917,3503578706,2103804767,1351609208,200282008,854986340.1,2160933748
MGYG000000179,LCOG0518,1154802672,652703521.3,1290703845,1313449866,808710877.7,1751653650,2089711685,1765623022.8000002,1181193010,535837053.2,1219063111,1464901076
MGYG000000179,LCOG0519,1154802672,652703521.3,1290703845,1313449866,808710877.7,1751653650,2089711685,1765623022.8000002,1181193010,535837053.2,1219063111,1464901076
MGYG000000179,LCOG0520,2215489514,552231802.5,1998623594,2083512600,415398954.4,1994629656,2718082813,2252008280,1798380283,467751562.2,1749782705,2357200368
MGYG000000179,LCOG0521,3127106555,367838642.1,2791448696,1856049110,357290326.5,3862140138,5047928312,3697152481,3299987101,280143070.7,2700773600,3975898038
MGYG000000179,LCOG0522,806129448.1,30344656.67,1024848989,1409199810,107238072.2,1470272719,2450690678,2313522657,1342168177,65419739.33,779476084.9,1812157367
MGYG000000179,LCOG0523,813572274.9000001,104840027.5,795571255.8,970492867.3,58049202.2,1308016158,1678360847,1117718689,791484920.9000001,61657128.42,307920625.2,1457832859
MGYG000000179,LCOG0524,2232488070,284171827.9,2134046620,2902079584,267002438.5,3841130967,4650936496,3741177171,1881047050,284428685,3045726968,3847323713
MGYG000000179,LCOG0525,575926882.6,154473414.5,306307745.5,236400453.2,30293055.54,1105044642,1495990992,335477541.9,399592024.9,164461226.3,755744030.3,1132733620
MGYG000000179,LCOG0527,1056389459,13865035,1463776527,1759394430,3100847.733,2620419005,691120061.5,2397727644,1665102072,6608230.5,1141413060,2663762058
MGYG000000179,LCOG0528,105061180.1,2211982.857,122144232.9,126988305.2,350328.5,167639062.8,245283555.6,156619311.2,120455531.9,350021.3333,80751842.72,164387752.9
MGYG000000179,LCOG0532,119065954.6,141411795.9,148401083.5,262099286.3,71922050.69,415962942.4,470784667.1,374338532.6,248914393.3,287597811,160129349.5,422097547.5
MGYG000000179,LCOG0533,133647394.2,0,134004922.6,108648219.3,0,136692066.3,138117681.4,151587491.9,112199586.3,0,120467047.7,129738773.9
MGYG000000179,LCOG0534,26913841,0,20611174,47362743,0,22454278,23429155,17497703,4499056,0,19018291,13071569
MGYG000000179,LCOG0536,455488382.4,117965517.9,521477180,632641576.4,17779948,640206317.7,910390730.4,762971609.2,325031780,12366332.83,759579917.5,379759507.2
MGYG000000179,LCOG0537,276962517.2,118553775,431602318.9,248986859.9,79978068.75,441383796.8,649642609.4,454770279.8,338728111,78300542.33,293416365.4,327085973.6
MGYG000000179,LCOG0538,246026404.5,53449518.5,308741443.5,295701454,6265265.329,633014760.4,578273253.6,442519062.6,299199814.5,7924669.722,297211617.7,626079889.5
MGYG000000179,LCOG0539,3363697408,202906409.9,3744756239,3420067614,202927652.2,6284190000,8792021818,4510317678,5175363926,254030827.6,3104494239,5473435693
MGYG000000179,LCOG0540,107444929.8,30547075,126878890.7,109158086,15291465.75,104245762.4,185993394.8,100088836.9,77777553.34,26194396.33,54742942.57,134540877.6
MGYG000000179,LCOG0541,589708801.2,329675518.3,536101461.6,732333966.2,108993955.7,1245809821,798880090.5,551223075,445001509.4,327911953.2,426405044.2,1209876490
MGYG000000179,LCOG0542,1639287025,206042410.92900002,1355262363,1093213358,133042417.17999999,2350416992,1685676780,1384405309,1178425693,192190276.8,1289699635,1686163915
MGYG000000179,LCOG0543,571530479.1,2045758,522107346.6,534711661.6,98918500.5,1276516235,1090757481,632234710.9,517572931.8,56079898.6,921598636.8,786012425.9
MGYG000000179,LCOG0544,1193638343,74998687,1109118624,3465404898,117483921.1,1569694775,2854614062,1866680166,1264762930,109911107.1,1018509624.4000001,1601425654
MGYG000000179,LCOG0546,353190528.5,29550243,349393988.64000005,278485392.2,34826569.17,530623807.28999996,596286563.9100001,432892622.7,308545210,91414898.11,294021000,425062950.5
MGYG000000179,LCOG0547,31416682.48,77575,36491269.23,56986733.23,3562889,97220908.15,117459997.6,97315566.71,29436516.93,1892004,29651869.3,60363424.15
MGYG000000179,LCOG0548,111745638,41772123.67,96976837.15,96865202.18,34923110.2,133971022.1,191160822.9,160158903,133313551,49782136.5,109768507.1,163499300
MGYG000000179,LCOG0549,1236236444.6999998,148436551.1,1662565521,1121134942,294902572.15999997,2867092144,1686121442,1216224269.8000002,1096377403,209201436.9,1705070199,2036594306
MGYG000000179,LCOG0550,1276367197,81070714,1291905687,1826659460,232077858,2816196252,3360481101,2211943226,2241347118,99703356.5,1498150281,2714791929
MGYG000000179,LCOG0551,1276367197,81070714,1291905687,1826659460,232077858,2816196252,3360481101,2211943226,2241347118,99703356.5,1498150281,2714791929
MGYG000000179,LCOG0554,5304033044,206011622.9,5745223428,8718856748,377391484.7,9445294381,16752933677,11040160370,6931835570,405617134.1,4970123820,10177329055
MGYG000000179,LCOG0557,2658646030,95809247,2714541375,1596432656,66666427,2407876386,2858778232,2411916047,1750615481,85994597,2686240206,2400772548
MGYG000000179,LCOG0558,1561449,0,4021430,3574192,0,761657,0,2586926,3385597,0,909892,12149742
MGYG000000179,LCOG0561,1901868909,1032090405,1481525513,1705717490,913231326.1,1796150052,1945636933,1636744674,1248361082,1067529017,1540657305,1838725060
MGYG000000179,LCOG0562,206467497.3,13985873.75,261458537.9,340254792.6,9318982.875,644655825.4,564331659.5,334241788.7,268994525.2,29774690.2,224790551.7,469766093.9
MGYG000000179,LCOG0566,802232637,45956510,757302315.5,375190853.6,63387718,646410986.2,1030249129.3000001,840311096.7,442401381.6,40422984,982025613.5500001,771006054.1999999
MGYG000000179,LCOG0568,585374327,0,466749226,178590918.5,0,164314588,352565286,349798291,163410845,0,650443350,101104678.7
MGYG000000179,LCOG0569,1371519612,203241907.5,1610407168,1593776918,179864277.4,2268180967,2768138890,1859779594,1444708469,95446978.5,1859537051,2966514562
MGYG000000179,LCOG0572,307370600.7,14973228,430003508.5,369275312.5,500716591.8,453153913.5,577954207.1,420557626.3,251707974.3,11959785,466482145.4,555492431.4
MGYG000000179,LCOG0576,180235366.6,3330739.5,212393814.1,132969687.8,19849228.7,285699069.6,545005870.5,308840487.3,279237569.4,2395348,110404344.9,210182448.9
MGYG000000179,LCOG0577,994204517.4,216552421,819956077.1,787817264.3,284347933,828609190.1,1023525542,933959117.6,893168800.8,312718697,601224230,1087001700
MGYG000000179,LCOG0579,19556218502,1400643629,23918420224,32202036083,1254563772,42182678363,63750096448,46249435029,33723589481,1074024321,23075583863,46812919523
MGYG000000179,LCOG0583,1254108909,904523482,1372934035,975942897.4,619992346.1,1513122571,1010604081,999114832.6,680105555.5,671872929,1537625771.8000002,1178645887
MGYG000000179,LCOG0587,286694221,0,326132459.7,345087931.2,16531051,518344941.5,485244491.6,403517202,233188659.1,13577033,148859800,180243435.4
MGYG000000179,LCOG0590,901709922.4,27995510,744349455.3,117122546.5,28791411,1187861712,1407276510,1191677927,167865816.6,33546854,787343610.3,1030103964
MGYG000000179,LCOG0591,874107385.6,6357895,1163233672,1211101715,135025145.8,994229226.4000001,2151655547,1946224630,1427798614,33028087,646826852.1,956951353.8
MGYG000000179,LCOG0592,95127823.11,29296691,104506240.8,81980943.05,23395662.67,160252065.7,145126109.1,110428997.1,98849423.16,28039593,68103300.77,112696539.7
MGYG000000179,LCOG0593,1205448616,463052454,867435650.3,1014969508,245710535.5,1641197675,1358894628,1053123744,860801184.8,334328440,942443403.0999999,1204574237
MGYG000000179,LCOG0595,152724352.5,5339561,230644369.4,235414125.9,5601431.786,262080958.1,400025263.3,382467362.6,208422662.6,5749322,186382981.1,329504137.7
MGYG000000179,LCOG0596,721996667.2,10754310.6,104049347.6,129599991,1939672.2,393475520.6,409731517.4,204960125.3,114490495.1,4428655.75,92523749.72,243567258.8
MGYG000000179,LCOG0597,32810032.93,0,30974726.8,32379050,1465969,82982554.45,75670424.43,35535208.96,66402007.33,0,33135496.18,95728031.78
MGYG000000179,LCOG0600,80041396.09,0,108672209.6,70958566.63,21853956.67,92410893.06,177170949.6,123538367.2,84504971.24,899777,54687517.55,112343894.8
MGYG000000179,LCOG0601,596737715.5,0,614271939,646321344.6,110532263,1386304778,1044476268,86327414.6,669015392,0,682045334,681149508.3
MGYG000000179,LCOG0603,97423357,0,75117476,86967735.65,0,126293005.7,132668622.5,115869240,109726334,0,53488231.33,133524013.2
MGYG000000179,LCOG0604,1273121888,118652609,1407845734,2302828788,185321054.5,3113003402,1801322583,1253575899,2411523321,111611310,1680364192,3145792972
MGYG000000179,LCOG0607,1290114142,122990553.7,1534078854,1749903453,126503324.2,2236067975,3275414655,2112117953,1545012768,68757075.67,2077398304,2664393707
MGYG000000179,LCOG0608,270184617.4,0,317015527.7,382656998.1,11523362.5,350627968.1,446667954.8,501760954.9,340981183.7,0,347020116.1,425657629.6
MGYG000000179,LCOG0614,2914945144,180684309.8,2951523715,3364873428,468853961.2,5010247950,7690359360,4664127744,3235224996,273001541.6,2714840844,4723378159
MGYG000000179,LCOG0618,404309655.5,30532657.19,370785345.7,313435867,28467930.5,462663197.4,562738454.7,460249976.9,314049184.1,105084033,200863617.5,307072682.7
MGYG000000179,LCOG0619,75584456,0,146656231,84857008,0,103078800,966403124,62800601,94827563,0,55539887,872754318
MGYG000000179,LCOG0621,1836733943.1999998,182009147,2813224705,1979251162,72189031.92,1652380789,2293795201,1998053102,1595796703,134479063.3,1686417851.6999998,1691585832
MGYG000000179,LCOG0622,116838498.8,71363777,350862089,373420917,49963978,628000334,564687784.5,408759277.5,331030333,61880155,360731638,365422240
MGYG000000179,LCOG0624,3966036017,289020318.2,4120364302,3750617072,544693218.1800001,5155674454,7483452994,5035804374,3626699196,331389147.7,3347603455,5624632650
MGYG000000179,LCOG0628,40843462.67,0,59804754,72919054.33,0,127882214,108250289,85102515.67,63532203.67,0,83638731.5,90740415
MGYG000000179,LCOG0629,17772472.8,2978085.5,11688223.67,17740845.67,35179.33333,88776879.4,108953876.4,31863337.72,29449099.75,358864,24829034.74,45579590.5
MGYG000000179,LCOG0631,182297890.3,2632823,278625854,1532603300,45607871.25,345850709.7,467751598.2,282848185.3,234867850.5,4559739.5,235271885.7,1780129649
MGYG000000179,LCOG0634,332389140.3,73362677.87,445194813.3,992473468,32861726.6,1364934106,834525643.5,760018849.5,576191980.4,60001395.75,456222740,698000633.3
MGYG000000179,LCOG0640,247138187,0,240306699.6,284505125,1015683,145860446,474787423,331588978,302696025,4795621,145310980,319799212
MGYG000000179,LCOG0641,116730565.8,55863356,97802355.41,118184987.5,14315648.33,222613541.5,156124343.9,128436168.6,82943163.1,19843121,110693384,215534146.7
MGYG000000179,LCOG0642,45084335,0,39414771,25727836.67,0,99970698.46000001,49676244.08,24149679,25164282.48,0,36707854,67028954.83
MGYG000000179,LCOG0646,70994132,697003,111304645.7,66950729.95,0,146578491.6,184408121,110837096.5,68867740.5,0,94161872.6,100430725.1
MGYG000000179,LCOG0648,98472270,0,276300139,143866566,24205668,372721024.6,78904324.5,110877796.6,103201058,0,299169265,502077624
MGYG000000179,LCOG0652,731110271.3,266095756.26999998,727996760.6,728532246.7,149506832.3,751090971.8,1310289114,847049031.8,710437289.0999999,126224737.66700001,758545235.6,690896697.9000001
MGYG000000179,LCOG0653,1086754149,279676438.3,1025586206.8000001,649669964.8,721069600.3,1984524631,2203523059,1503472441,609253823.2,83141038.5,1586724413,1119861359
MGYG000000179,LCOG0655,33042907.67,0,37191641.33,19811859.67,0,30463694.5,26319266.83,44176323.83,24662423.33,0,19381203.33,21476368.5
MGYG000000179,LCOG0657,37626400,0,46302089,39963722,0,36606614.5,119280748.5,83871619.67,45778900.67,0,42700182.5,57727710
MGYG000000179,LCOG0662,46778425,0,51747389,36595773,0,39131756,34616217,37797009,33300497,0,38286477,50541447
MGYG000000179,LCOG0667,599309011.3,305018819.7,720180764.5,616576715.5,262642828.4,746823962.5,1039148179,786823425.2,652802735,293308478.3,597111705.3,806224376.8
MGYG000000179,LCOG0669,3374004.8,0,3945418.4,9669102.663,0,11644573.2,24555201.9,11254378.2,7742645.667,0,4355695.7,19802241
MGYG000000179,LCOG0673,3554232517,1328979917,5478623490,4462833853,953623502,5991367947,7580147066,7007541347,4741380715,940793246.3,4287653627,7175061407
MGYG000000179,LCOG0674,12850807181,280812281.4,15805678132,14090161941,350461610.5,23690437312,28845653133,17522290585,13018652920,353257251.4,12332996395,18679872573
MGYG000000179,LCOG0681,40309213.75,0,49779727.25,30324725.25,0,107954632,72608934.5,69997386.75,168589338,0,55194443.5,58148219
MGYG000000179,LCOG0682,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000179,LCOG0683,1752510193,266284102.7,1102003603,891657487.6999999,198153366.9,1571303531,2492363624,1216595918,999616998.4,201909233.9,1547915303,1635589953
MGYG000000179,LCOG0684,381969125,0,391206485,360044136.9,0,513766648.5,683534800.9,388481453.5,294185444.2,0,256956828.3,480313292
MGYG000000179,LCOG0687,115249191.4,0,92354095.76,90765232.91,0,75910474.44,138987520.1,149778697.2,117292143.8,71312989,109275201.2,79319728.57
MGYG000000179,LCOG0688,114752202,0,137213542,151528282,27188295,284281746,362054544,177655639,156400079,0,179753314,184339738.8
MGYG000000179,LCOG0691,103700674.1,11262354,160176933.1,141241637.8,20474180.23,207856736.6,201479027.3,170512699.3,128952225.2,16000078.38,199400614.9,195458995.3
MGYG000000179,LCOG0692,114534828,5054584.833,147798627.5,176566392.6,15423304.51,328631178.2,185706770.9,148545466.2,147611112.4,8705489.286,84792941.2,197840011
MGYG000000179,LCOG0693,169794643,89066403,115897165.2,160444157.6,30952176.43,177737271.6,174649575.3,135986351.8,82919014.21,33820157.33,166571095.4,186039752.6
MGYG000000179,LCOG0695,725031289.3,124911072,796937967.2,608334783,261657509,978118583.6,1318091199,956539727,615557432.3,192441564.82999998,572348218.5,1042634142
MGYG000000179,LCOG0696,1534558589,212175806.9,1738029022,1441792905,137571847.4,2830489866,2907289814,2320732738,1179136040,138638887.1,2159431945,2908576709
MGYG000000179,LCOG0698,300653178.1,24559932.45,323651875,272665391,8556044,428774293.7,559753986.7,358151889.6,365925528.8,14611759.2,344511838.4,438138221.6
MGYG000000179,LCOG0703,767967950,0,1069216685,950255215.2,23978,1587665024,1729474782,1082584204,677983907,0,874049109,1536061303
MGYG000000179,LCOG0705,6428990,0,3366319,10379773,0,4345963,26261197,9127824,10518031,0,4861021,4919438
MGYG000000179,LCOG0706,698878158.8,141091209.7,978499743.2,720791309.8,122111486.3,979071727.2,899710480,836431018.7,623018194.7,229653115.4,668470161.5,769318616
MGYG000000179,LCOG0707,581810649.4,0,595817071.2,766356107.2,0,902284687.4,843632675.2,665629884.1,458712561.7,452706053,397695789.7,880479299.3
MGYG000000179,LCOG0708,54903851.91,36549814,116811537.2,196983728.6,21266600.14,152271215.9,387824934,157514662.1,105019751.7,18669079.67,101945327.8,356339521.3
MGYG000000179,LCOG0709,539879791.3,160440488.9,770695042.2,354930622.9,155768895.9,518262131.1,558698097,558589978.4,457228090.8,226487539.1,364047563.7,417739543.3
MGYG000000179,LCOG0710,0,0,465259,542204,0,868958.5,4000460.581,0,0,0,0,819374.5
MGYG000000179,LCOG0711,1377634,0,4103345,1675452,0,12972686,578808,0,0,0,947695,2842987
MGYG000000179,LCOG0714,279083,0,1260136,0,0,0,583823,358283,730414,0,0,0
MGYG000000179,LCOG0715,2599602708,309204372.2,2639173667,2955961121,110903179.6,4708017625,5990127165,4242020766,3257948071,79937491.4,2363716537,3572486646
MGYG000000179,LCOG0716,34848172.1,2454093,33092293.9,40582920,5087922,38847387.5,57812246.5,42426536,43403511,5290282,33544886,35288967.98
MGYG000000179,LCOG0718,0,0,637688,726487.3333,0,368552,11178930,2775261,4101572.333,0,0,0
MGYG000000179,LCOG0719,1037594403,121395652,1823073856,1434402723,28153194.1,2103675455,2325488618,1744829913,1709863368,35839007.83,1468113323,1708789114
MGYG000000179,LCOG0720,145516861.1,38008657,121390387.5,305047782,18002601,251930489.1,548451807.4,388156222.2,196920426.8,27354165,81739054.82,297244871
MGYG000000179,LCOG0722,50381535.09,57731186,56762648,49119524.31,53921112.17,102748354.8,124922538.7,67550735.36,46835164.65,58929097,76812200.38,76155850.33
MGYG000000179,LCOG0725,364175377.1,35331373.79,322009744.1,348681291.4,91230374.93,936872946.5999999,595820322.7,528163106.6,331093633.70000005,39342412.739999995,477094372.6,661805583.2
MGYG000000179,LCOG0726,2862837.333,0,5772576.75,5747992,0,8786421.5,10595436.33,10489332.16,3565349,0,3025090.333,7828323.5
MGYG000000179,LCOG0730,5145797,0,3190933,34081426,0,0,20737465,45635647,598954.5,0,9047619,13420325
MGYG000000179,LCOG0735,640045762.1500001,103761968.1,1131669452,1229004184,140243481.5,1303866624,1574501019,1004282791,1410421579,197220568.7,673503629.1999999,1715936787
MGYG000000179,LCOG0737,569619478.4,410168471.2,680628261.4,667314609.7,332062849.6,1270124120,1548243206,1032981752,643136384.2,704495329.1,826261203,1524521610
MGYG000000179,LCOG0740,227814722.3,28083260,238426593,271652118.3,61866454.8,376782025.8,642714192.4,308643996.1,301746224.8,45759017.33,223754820.6,533861366.3
MGYG000000179,LCOG0742,0,0,0,635186,0,1090069,0,0,0,0,0,0
MGYG000000179,LCOG0743,1173389631,1402157021,1244399925,1534869891,822570655.7,3865089834,5400687644,1420771124,1819927176,920545354.3,2395074391,1969508149
MGYG000000179,LCOG0745,1998466040.2470002,29633493.3,2475056653.2663,2891749729.0267,456957202.7,1730878466,1999333265,1290517705,2680754477.9967,365416130.7,2295329906,1497853594.8000002
MGYG000000179,LCOG0747,2600718076,595667742.2,2762118002,3259697159,488102182,5420562071,6238628343,3696911636,2585609128,578118732.3,4370556430,6083315544
MGYG000000179,LCOG0749,325832394,14743841.5,219720088.1,261524358.7,17440169.23,238415068.9,606326732.2,308823406.7,383825287.9,7928257.5,223224386.4,490923161.7
MGYG000000179,LCOG0750,2158889,0,0,0,0,2960485,0,0,0,0,723728,5360005
MGYG000000179,LCOG0756,159729713.2,7841598,112371431,278726470,8880,349651591.8,460747205.8,275910099.7,212076710.6,0,210594527.8,415463896.7
MGYG000000179,LCOG0760,6786432,0,7441897,12763233,213859,12560693,17854045,15873565.12,6113346,0,3732563,9007124.333
MGYG000000179,LCOG0764,630168706.6,133379845.8,831562097.1,1350034755,221495395.6,971553355,1008396168,797243981,772209916.4,85952572.55,649840057.8,938113895.8
MGYG000000179,LCOG0766,235772135,0,636916351.5,597987371.3,0,689060455,787500010,606219321.5,438817912,0,442938285.5,616859385
MGYG000000179,LCOG0768,431631689.5,0,264988077,211442846,0,647394408,565140998,204774864,159581958.5,0,547443635,220514530
MGYG000000179,LCOG0769,989652577.2,32321307,1169951008,773937150.5,107932840.8,1544302455,1521446587,1158570241,972084304.7,12910503.33,1000670609,1300599204
MGYG000000179,LCOG0770,250478784.73999998,136509826,315455884.1,338416508,140492741,269577848.6,677746600.8,342148951.39000005,309552679.6,46349562.5,410544557,366961346.6
MGYG000000179,LCOG0771,547523208.8,15335917.33,589725520.7,539922046.2,18623648.41,909919919.4000001,1171684958,815096632.7,581168115.6,18517872.67,468300080.8,823402141.4000001
MGYG000000179,LCOG0773,144656381.9,118623574,162668002.4,270301787.3,30806775,154478632.1,273633722.6,221806482.4,179513830.7,126668369,125099786.6,136655505.4
MGYG000000179,LCOG0775,843167753.8,64556212,1366535395,1015772141,50818411.15,1803294562,1562359102,1060759076,822509990.1,41285969.6,1260851234,1371368558
MGYG000000179,LCOG0776,1103532090,11626259.13,1291111559,1645938238,15862285.57,2301766046,2668777121,1751126174,2450897872,25449698.78,988795529.2,2047319947
MGYG000000179,LCOG0777,388281322.3,78899071.67,318146137.6,430864493.6,138967214.7,1435705239,642908251.7,678736590.1,477124924.8,144529211,323980859.1,550825654.9
MGYG000000179,LCOG0778,2092091454,526776330.4,2280089967,2126067646,429098715.6,3437546639,4785667292,3262460674,3033951331,545117530.9,2223616622,3681436957
MGYG000000179,LCOG0781,227400135,52681295,210205145.8,215352453.4,38283782,321657294.7,458469864.1,275533765.2,213321898.1,45549065,239634205.1,312572091.2
MGYG000000179,LCOG0782,24971009.6,0,62041772,14793156.87,0,22425954.3,25317802.53,29866831,33617667.57,0,26992330,29733769.78
MGYG000000179,LCOG0784,45084335,0,39414771,25727836.67,0,99970698.46000001,49676244.08,24149679,25164282.48,0,36707854,67028954.83
MGYG000000179,LCOG0785,84399056.84,76701429.67,83861560.78,163936084.7,34752672.17,247400064.4,173681275.2,97176981.39,58558433.47,62104833.67,99079231.27,147270147
MGYG000000179,LCOG0786,1183370048,22968957.63,1499656647,1628294945,43676287.5,2276914927,2755126137,2097195520,1576155255,30605896.17,1541428624,2316698840
MGYG000000179,LCOG0787,25006877.5,0,64643525.5,59008067.44,0,87498635,79140194.72,67313799,59328055,0,22686923,126975791
MGYG000000179,LCOG0789,392035832.6,10219322,310996417,280665339,31846353,1192929135,531627436,351735430,380732407.6,36841477,534243449,630420699
