Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000002376,7568M,248549177,0
MGYG000002376,LCOG0466,255294343,0
MGYG000002376,LCOG0554,66316085,0
MGYG000002376,LCOG0686,2508974,0
MGYG000002393,775TI,11489743,0
MGYG000002393,LCOG0006,4361993,144128
MGYG000002393,LCOG0048,149700978,0
MGYG000002393,LCOG0050,140347824,0
MGYG000002393,LCOG0090,15661833,10692831
MGYG000002393,LCOG0099,77622094,0
MGYG000002393,LCOG0166,11233228,0
MGYG000002393,LCOG0188,244347496,56901678
MGYG000002393,LCOG0235,70038337,107680358
MGYG000002393,LCOG0249,208594310,0
MGYG000002393,LCOG0332,1407565,0
MGYG000002393,LCOG0459,6064896,0
MGYG000002393,LCOG0521,135792091.5,30765021
MGYG000002393,LCOG0572,980838512,116734669
MGYG000002393,LCOG0637,22984423,0
MGYG000002393,LCOG0674,6771904,0
MGYG000002393,LCOG0696,19435759,0
MGYG000002393,LCOG1013,6771904,0
MGYG000002393,LCOG1014,6771904,0
MGYG000002393,LCOG1132,13577059,0
MGYG000002393,LCOG1139,0,1448677
MGYG000002393,LCOG1143,6771904,0
MGYG000002393,LCOG1236,280537686,104624538
MGYG000002393,LCOG1802,40605813,28740585
MGYG000002393,LCOG1803,84995854,0
MGYG000002393,LCOG1879,5817635,0
MGYG000002393,LCOG2176,32774988,0
MGYG000002393,LCOG2258,135792091.5,30765021
MGYG000002393,LCOG2759,153234017,0
MGYG000002393,LCOG3635,627079063,126064867
MGYG000002393,LCOG4465,50048904,0
MGYG000002402,6XJKF,47458297.5,0
MGYG000002402,LCOG0008,336881910,0
MGYG000002402,LCOG0019,14420281,0
MGYG000002402,LCOG0046,36293371,31591545
MGYG000002402,LCOG0047,36293371,31591545
MGYG000002402,LCOG0050,91062491.5,39282708
MGYG000002402,LCOG0057,21569714,0
MGYG000002402,LCOG0152,43725578,0
MGYG000002402,LCOG0188,286060998,0
MGYG000002402,LCOG0189,375695975,0
MGYG000002402,LCOG0200,544761843,348892694
MGYG000002402,LCOG0216,18922754,0
MGYG000002402,LCOG0334,0,0
MGYG000002402,LCOG0357,786305237,505534940
MGYG000002402,LCOG0422,30929380,0
MGYG000002402,LCOG0438,805046414,252129734
MGYG000002402,LCOG0441,18011780,0
MGYG000002402,LCOG0443,1538591772,164676704.5
MGYG000002402,LCOG0459,13201842,445699
MGYG000002402,LCOG0465,118536448.5,33545321
MGYG000002402,LCOG0480,275725446.7,24196498
MGYG000002402,LCOG0492,1476924684,259569040.1
MGYG000002402,LCOG0507,89487886,56388793
MGYG000002402,LCOG0522,34946987,0
MGYG000002402,LCOG0532,471950544,0
MGYG000002402,LCOG0533,108881458,0
MGYG000002402,LCOG0542,215061502,73976933
MGYG000002402,LCOG0554,37642990,0
MGYG000002402,LCOG0635,0,0
MGYG000002402,LCOG0765,103529081,96403726
MGYG000002402,LCOG0834,103529081,96403726
MGYG000002402,LCOG0840,786178232,489684259
MGYG000002402,LCOG1026,50901076,0
MGYG000002402,LCOG1156,0,0
MGYG000002402,LCOG1363,79755847,0
MGYG000002402,LCOG1592,19012702,7985652
MGYG000002402,LCOG1960,24229715,0
MGYG000002402,LCOG2086,4851587,2586797
MGYG000002402,LCOG2137,225631146,0
MGYG000002402,LCOG3829,82014283,320996865
MGYG000002402,LCOG4146,16962023,0
MGYG000002402,LCOG4496,37029095,0
MGYG000002402,LCOG4608,21757735,0
MGYG000002402,LCOG4626,77407619,0
MGYG000002404,LCOG3845,247855852,40580590.95
MGYG000002406,LCOG1131,18997015,0
MGYG000002406,LCOG2910,194931530,0
MGYG000002407,LCOG0050,34834144,0
MGYG000002407,LCOG0317,61236803,0
MGYG000002407,LCOG1743,1286588890,0
MGYG000002409,78H2Y,331571455.4,60266922
MGYG000002409,LCOG0041,71519352,5410021.037
MGYG000002409,LCOG0048,47724608,0
MGYG000002409,LCOG0050,47421443,0
MGYG000002409,LCOG0057,3638724,7679990.478
MGYG000002409,LCOG0060,40784703,0
MGYG000002409,LCOG0068,21023794,0
MGYG000002409,LCOG0073,61150742,0
MGYG000002409,LCOG0080,48286748,0
MGYG000002409,LCOG0087,191530321,28880080.6
MGYG000002409,LCOG0111,28164157,5785075
MGYG000002409,LCOG0127,0,0
MGYG000002409,LCOG0148,182469004,0
MGYG000002409,LCOG0149,23883287,0
MGYG000002409,LCOG0151,1591569,0
MGYG000002409,LCOG0154,47322109.2,149343961
MGYG000002409,LCOG0162,4256823,0
MGYG000002409,LCOG0180,46129689.1,7500793
MGYG000002409,LCOG0195,112038630.1,26085823
MGYG000002409,LCOG0197,680907468.3,108292254.2
MGYG000002409,LCOG0198,10508894,0
MGYG000002409,LCOG0203,2663384,0
MGYG000002409,LCOG0216,0,0
MGYG000002409,LCOG0217,36654898.25,588779
MGYG000002409,LCOG0224,63842622,1755470
MGYG000002409,LCOG0228,85550385,0
MGYG000002409,LCOG0242,5482382,18463273.89
MGYG000002409,LCOG0243,451941662.47999996,23218876.2
MGYG000002409,LCOG0254,0,0
MGYG000002409,LCOG0264,33687753,0
MGYG000002409,LCOG0282,34795132.53,126001863.5
MGYG000002409,LCOG0290,17038049.7,2974336
MGYG000002409,LCOG0303,8725543,0
MGYG000002409,LCOG0326,13785005,0
MGYG000002409,LCOG0330,11241393,0
MGYG000002409,LCOG0334,546831101.9,48829414.33
MGYG000002409,LCOG0355,29891228,14875058
MGYG000002409,LCOG0359,82549555.03,7693434.667
MGYG000002409,LCOG0360,130661230.7,523123
MGYG000002409,LCOG0374,220721272.7,14611457.59
MGYG000002409,LCOG0402,28260033.67,0
MGYG000002409,LCOG0437,279085794.6,156163857.6
MGYG000002409,LCOG0443,18771243,0
MGYG000002409,LCOG0457,0,0
MGYG000002409,LCOG0459,0,186945
MGYG000002409,LCOG0480,125240531.7,7881997.5
MGYG000002409,LCOG0492,454955690,0
MGYG000002409,LCOG0497,23749619,0
MGYG000002409,LCOG0499,45391424.46,1820954.714
MGYG000002409,LCOG0503,2713217,0
MGYG000002409,LCOG0514,115909476,0
MGYG000002409,LCOG0519,8056111,0
MGYG000002409,LCOG0521,104000434,0
MGYG000002409,LCOG0525,5993764,0
MGYG000002409,LCOG0528,6130700,0
MGYG000002409,LCOG0531,0,0
MGYG000002409,LCOG0532,18370500,14206773
MGYG000002409,LCOG0535,335976032,0
MGYG000002409,LCOG0537,3227696.5,0
MGYG000002409,LCOG0538,67358355,0
MGYG000002409,LCOG0544,97360412,4988867
MGYG000002409,LCOG0560,1133767,0
MGYG000002409,LCOG0563,47401950,0
MGYG000002409,LCOG0569,4096191,0
MGYG000002409,LCOG0576,14292347,706547
MGYG000002409,LCOG0589,5118459,0
MGYG000002409,LCOG0608,115909476,0
MGYG000002409,LCOG0646,56851142,0
MGYG000002409,LCOG0669,6409687.5,0
MGYG000002409,LCOG0674,49716538,47176361.2
MGYG000002409,LCOG0707,928677381,18248798
MGYG000002409,LCOG0711,78606444,5743923
MGYG000002409,LCOG0747,805188670.2,140364203.5
MGYG000002409,LCOG0751,19749881,0
MGYG000002409,LCOG0765,58683630.17,492171
MGYG000002409,LCOG0789,191137638,44481980
MGYG000002409,LCOG1001,33365601.5,53877149.46
MGYG000002409,LCOG1012,147554122,2043452
MGYG000002409,LCOG1013,49716538,47176361.2
MGYG000002409,LCOG1014,49716538,47176361.2
MGYG000002409,LCOG1048,151407,9129400.352
MGYG000002409,LCOG1087,175341,123998
MGYG000002409,LCOG1123,57639504.5,69476728
MGYG000002409,LCOG1144,49716538,47176361.2
MGYG000002409,LCOG1149,0,0
MGYG000002409,LCOG1190,61150742,0
MGYG000002409,LCOG1192,68800508,0
MGYG000002409,LCOG1206,51678224,6993595
MGYG000002409,LCOG1309,50023822,5279591
MGYG000002409,LCOG1362,324955218.4,158075457
MGYG000002409,LCOG1363,28537917,0
MGYG000002409,LCOG1396,17846567,0
MGYG000002409,LCOG1475,9800678,0
MGYG000002409,LCOG1633,43853395,0
MGYG000002409,LCOG1659,25233189,10877514
MGYG000002409,LCOG1666,0,0
MGYG000002409,LCOG1716,24058800.2,0
MGYG000002409,LCOG1740,30894012.91,20079921
MGYG000002409,LCOG1820,12398836,0
MGYG000002409,LCOG1897,48447163,6988011
MGYG000002409,LCOG1924,0,0
MGYG000002409,LCOG1932,22216383,0
MGYG000002409,LCOG2005,55227570,0
MGYG000002409,LCOG2195,5793200,0
MGYG000002409,LCOG2199,28172945,8507684
MGYG000002409,LCOG2200,28172945,8507684
MGYG000002409,LCOG2235,15868034,0
MGYG000002409,LCOG2308,221508,0
MGYG000002409,LCOG2509,237577841,20750745
MGYG000002409,LCOG2805,191939533,0
MGYG000002409,LCOG2873,41936622,0
MGYG000002409,LCOG2884,30519292.64,1172949.333
MGYG000002409,LCOG2896,158504710,60853664
MGYG000002409,LCOG3118,474562344,0
MGYG000002409,LCOG3222,37346188.67,10418851
MGYG000002409,LCOG3580,0,0
MGYG000002409,LCOG3581,0,0
MGYG000002409,LCOG3835,489975370,279508255
MGYG000002409,LCOG3944,15233561,0
MGYG000002409,LCOG3958,2720747,0
MGYG000002409,LCOG3968,12412336,0
MGYG000002409,LCOG4932,259717574,130644
MGYG000002409,LCOG4962,5318589,5293903
MGYG000002413,78H2Y,96705260,0
MGYG000002413,LCOG0104,62795884,0
MGYG000002413,LCOG0154,4212463,0
MGYG000002413,LCOG0173,1966202646,793530064
MGYG000002413,LCOG0176,0,0
MGYG000002413,LCOG0444,112195016,0
MGYG000002413,LCOG0480,8370631,0
MGYG000002413,LCOG0495,10304124.94,8310430.5
MGYG000002413,LCOG0518,16882509,0
MGYG000002413,LCOG0519,27224195,0
MGYG000002413,LCOG0674,30291720,0
MGYG000002413,LCOG0747,303121147,0
MGYG000002413,LCOG0769,12539250,0
MGYG000002413,LCOG1013,27617695,0
MGYG000002413,LCOG1014,27617695,0
MGYG000002413,LCOG1144,27617695,0
MGYG000002413,LCOG1173,112195016,0
MGYG000002413,LCOG1350,67489926,0
MGYG000002413,LCOG1541,140306568,0
MGYG000002415,LCOG0087,119327371,134187041
MGYG000002415,LCOG0554,31218710,71787491
MGYG000002415,LCOG1866,42050544,20673711
MGYG000002416,775TI,97168185,466141985
