Genome,OG,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
Bacteroides_caccae,74WR5,1127200,0.0,0,0,753780.0,2002100,0.0,0.0,0,0.0,0,0.0,0.0,0.0,465060,0,0.0,0.0,0
Bacteroides_caccae,751YW,0,0.0,0,0,0.0,0,0.0,0.0,0,310850.0,0,0.0,377440.0,210040.0,0,296690,0.0,0.0,0
Bacteroides_caccae,7562U,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,75TJZ,0,0.0,0,378060,0.0,0,0.0,0.0,0,474160.0,0,0.0,1160900.0,333990.0,0,0,0.0,0.0,0
Bacteroides_caccae,7606P,0,0.0,0,0,0.0,540110,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,76QDF,2298900,3788300.0,3861000,1585800,675170.0,3256900,10896000.0,6322400.0,3304000,17189000.0,4479200,12027000.0,18090000.0,16105000.0,2355400,26441000,27841000.0,5765400.0,27793000
Bacteroides_caccae,76QG4,0,0.0,0,0,0.0,1962800,0.0,0.0,0,794690.0,0,779960.0,0.0,0.0,0,1151200,0.0,2254900.0,0
Bacteroides_caccae,76WZJ,0,1595100.0,0,1575800,0.0,0,0.0,0.0,0,588010.0,0,0.0,0.0,0.0,0,0,0.0,1888500.0,0
Bacteroides_caccae,775T2,0,0.0,0,0,0.0,0,0.0,0.0,0,853980.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,775TI,279960000,327670000.0,258120000,260870000,229740000.0,322160000,280910000.0,270490000.0,284120000,183930000.0,192180000,248500000.0,195830000.0,207610000.0,260170000,246750000,237850000.0,316850000.0,265110000
Bacteroides_caccae,77YCF,45955000,45162000.0,47887000,40952000,48865000.0,55093000,76120000.0,73727000.0,85670000,45836000.0,31001000,30040000.0,37924000.0,42439000.0,29922000,65951000,47936000.0,38321000.0,54669000
Bacteroides_caccae,787DK,43825000,83034000.0,52293000,79362000,58344000.0,53999000,70002000.0,82948000.0,79190000,76879000.0,61806000,57529000.0,56652000.0,50227000.0,65924000,51888000,61003000.0,24682000.0,48893000
Bacteroides_caccae,LCOG0005,12789000,11553000.0,9070100,12925000,12569000.0,11240000,9188500.0,6333600.0,5864700,2597200.0,1372500,475930.0,288450.0,2786700.0,3671900,0,1972100.0,4204200.0,3404100
Bacteroides_caccae,LCOG0006,3365100,2816240.0,4686150,3948200,2393900.0,8055600,5112800.0,5981900.0,8388700,1863100.0,485270,2056300.0,2226900.0,1221200.0,3331100,4224600,3929900.0,2965400.0,4562870
Bacteroides_caccae,LCOG0008,477130,435440.0,0,0,233110.0,1031400,1284800.0,611180.0,604170,0.0,185640,0.0,0.0,0.0,0,676680,421510.0,0.0,939480
