Genome,OG,LFQ intensity HiSF_14spcs_m04_2_147,LFQ intensity HiSF_14spcs_m06_2_148,LFQ intensity HiSF_14spcs_m07_2_149,LFQ intensity HiSF_14spcs_m10_2_150,LFQ intensity HiSF_14spcs_m13_2_151,LFQ intensity HiSF_15spcs_m03_1_132,LFQ intensity HiSF_15spcs_m07_1_133,LFQ intensity HiSF_15spcs_m09_1_134,LFQ intensity HiSF_15spcs_m14_1_136,LFQ intensity PEFi_14spcs_m00_0_127,LFQ intensity PEFi_14spcs_m01_1_128,LFQ intensity PEFi_14spcs_m02_1_129,LFQ intensity PEFi_14spcs_m04_1_130,LFQ intensity PEFi_14spcs_m13_1_131,LFQ intensity PEFi_15spcs_m05_2_142,LFQ intensity PEFi_15spcs_m08_2_143,LFQ intensity PEFi_15spcs_m09_2_144,LFQ intensity PEFi_15spcs_m12_2_145,LFQ intensity PEFi_15spcs_m14_2_146
Bacteroides_caccae,LCOG2066,0,236090.0,201780,0,0.0,0,0.0,0.0,0,0.0,476070,445360.0,621530.0,263440.0,1404700,197430,0.0,2187700.0,496790
Bacteroides_caccae,LCOG2067,27896600,22799900.0,24224600,23654800,19813600.0,29266900,15100700.0,22137200.0,33943500,2097590.0,1918330,853990.0,1939790.0,2786370.0,1538400,4547200,4515800.0,7557300.0,2222840
Bacteroides_caccae,LCOG2086,0,0.0,0,447020,0.0,443430,0.0,0.0,0,730170.0,0,0.0,671800.0,725350.0,271050,1195100,689950.0,0.0,0
Bacteroides_caccae,LCOG2120,11667000,13866000.0,11662000,5997000,7439000.0,21175000,16758000.0,21893000.0,18852000,779140.0,0,1105300.0,0.0,1603900.0,2222800,0,8664100.0,2534800.0,5558700
Bacteroides_caccae,LCOG2152,0,998860.0,0,985910,1491100.0,0,770840.0,0.0,1703400,0.0,0,0.0,0.0,445430.0,0,770010,750020.0,0.0,0
Bacteroides_caccae,LCOG2160,72869,81520.0,0,0,0.0,180890,3137600.0,0.0,3040200,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2185,98856000,100427100.0,119018800,112518000,105135700.0,115231700,134567400.0,178882300.0,150050400,86787000.0,83541000,81716000.0,76781000.0,75883000.0,101004700,98468400,110677000.0,98601100.0,90718000
Bacteroides_caccae,LCOG2195,133130000,102570000.0,141680200,82150000,114860000.0,96946000,73686720.0,129020000.0,105900000,99382000.0,79023000,67973000.0,92532000.0,61500000.0,110550000,95045000,98295000.0,111700000.0,128730000
Bacteroides_caccae,LCOG2202,0,2230100.0,0,0,3155000.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2204,0,271630.0,750010,0,0.0,341970,1068800.0,479900.0,0,1048000.0,0,0.0,597400.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2205,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,338590,4150700.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2207,0,0.0,152110,0,1033900.0,0,0.0,9312100.0,1782810,34325.0,0,0.0,0.0,30941.0,0,44879,0.0,299936.0,0
Bacteroides_caccae,LCOG2217,0,506010.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2221,0,323900.0,0,0,0.0,566570,915610.0,3072100.0,907850,359700.0,0,0.0,346750.0,153530.0,0,388490,635810.0,0.0,0
Bacteroides_caccae,LCOG2223,0,0.0,0,0,0.0,1079000,0.0,0.0,1439500,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2234,0,0.0,0,0,0.0,0,0.0,654720.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2239,0,0.0,0,0,0.0,0,0.0,0.0,11099000,0.0,0,0.0,1631500.0,0.0,650420,0,0.0,0.0,0
Bacteroides_caccae,LCOG2247,3130500,1442100.0,1460000,1566500,0.0,1340200,989170.0,1558000.0,957340,841480.0,422090,0.0,566800.0,641910.0,469640,1177900,678550.0,778710.0,0
Bacteroides_caccae,LCOG2249,5082200,3997800.0,1807900,3406400,2636300.0,0,0.0,0.0,0,548060.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1400500
Bacteroides_caccae,LCOG2265,0,0.0,0,0,0.0,777780,707480.0,794850.0,720090,310200.0,0,0.0,0.0,233320.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2273,717520,0.0,1342300,0,0.0,4675480,3778000.0,2534700.0,2845400,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2327,0,925510.0,0,269340,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2340,30251000,27921000.0,45300000,31371000,40337000.0,48936000,59367000.0,57662000.0,20342000,26236000.0,17504000,21881000.0,18020000.0,20322000.0,48775000,38962000,35365000.0,96561000.0,46878000
Bacteroides_caccae,LCOG2373,5323500,4514700.0,8731000,7368900,2933400.0,15122500,16409500.0,8933600.0,9475000,1824060.0,1783900,1093300.0,209130.0,1551600.0,4248850,3021700,8752400.0,2617600.0,8590800
Bacteroides_caccae,LCOG2374,6163600,1041400.0,1911700,2269000,8799800.0,2274400,1606500.0,3831700.0,2281700,2143700.0,2119790,1364000.0,0.0,1425110.0,2288900,2155500,3523014.0,1813100.0,118520
Bacteroides_caccae,LCOG2406,0,0.0,0,0,0.0,0,417600.0,0.0,821510,782040.0,0,0.0,0.0,901350.0,0,693590,0.0,0.0,0
Bacteroides_caccae,LCOG2407,5333200,1797200.0,1961300,3050830,2395400.0,7984900,6504600.0,5678900.0,4852200,2370400.0,1427300,2367600.0,2539400.0,1754700.0,2538200,2139400,3340600.0,0.0,2287710
Bacteroides_caccae,LCOG2721,19212000,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,491440,0,0.0,0.0,0
Bacteroides_caccae,LCOG2730,2092300,1518300.0,0,2634300,1510500.0,1562600,1442400.0,2595100.0,727180,0.0,0,0.0,0.0,0.0,0,2567600,2907300.0,514830.0,2711000
Bacteroides_caccae,LCOG2731,43801000,25120000.0,11622000,16791300,16900790.0,2752200,7049300.0,4250300.0,2706300,5513400.0,7531500,7728300.0,4541300.0,6216400.0,8591660,13230000,10748000.0,21343000.0,13525000
Bacteroides_caccae,LCOG2738,0,0.0,0,0,0.0,0,0.0,465450.0,0,804230.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2755,10966610,16492700.0,10508000,12358500,7887130.0,14001800,12787000.0,19071790.0,25955210,5236750.0,1842600,1744700.0,2357100.0,3160300.0,4282400,5223600,7921970.0,4500660.0,6850600
Bacteroides_caccae,LCOG2759,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2820,829900,573780.0,0,628930,571480.0,0,0.0,0.0,0,0.0,0,0.0,309650.0,0.0,0,618740,0.0,496970.0,803550
Bacteroides_caccae,LCOG2825,24226960,11160000.0,9122400,16920570,9957800.0,11693200,12588400.0,5228200.0,9938400,9734600.0,4464000,5858000.0,5355500.0,7489700.0,4522100,7017000,8017100.0,5019300.0,3956100
Bacteroides_caccae,LCOG2869,0,0.0,0,0,0.0,0,0.0,0.0,0,722370.0,172880,509240.0,344300.0,728610.0,0,860010,462090.0,0.0,284780
Bacteroides_caccae,LCOG2871,6181400,777840.0,13511000,1606000,438140.0,7445400,6960400.0,6044900.0,5224400,2768600.0,6878200,2795900.0,3485200.0,2984800.0,7532800,6021000,14954000.0,1468500.0,6708100
Bacteroides_caccae,LCOG2873,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,544000,630760.0,307360.0,317370.0,666950,405690,830040.0,0.0,0
Bacteroides_caccae,LCOG2885,336760070,177003890.0,195723900,282376360,214525800.0,372688900,340973500.0,516427800.0,465292570,104012200.0,93786380,73206710.0,105335380.0,79160170.0,102454490,143971360,152173370.0,224456000.0,145438580
Bacteroides_caccae,LCOG2895,0,210680.0,0,342270,0.0,0,0.0,0.0,0,0.0,0,0.0,198400.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG2931,6371000,4696600.0,4343700,7521800,4969780.0,9274800,6719500.0,8230000.0,6070900,2042350.0,715230,735870.0,891980.0,2665430.0,1235200,1316100,2152690.0,2183700.0,2962000
Bacteroides_caccae,LCOG2942,38303000,39289000.0,51225000,31113000,36283000.0,57319000,37167000.0,20362000.0,51332000,30704000.0,11117000,12193000.0,16676000.0,13036000.0,27333000,20348000,20244000.0,31691000.0,33684000
Bacteroides_caccae,LCOG2957,0,0.0,0,333920,0.0,586400,1462100.0,0.0,1313400,0.0,0,0.0,0.0,623180.0,0,341950,829660.0,0.0,0
Bacteroides_caccae,LCOG2968,1882000,1490900.0,0,0,257780.0,2060500,2226800.0,0.0,2316100,1596200.0,0,0.0,0.0,749910.0,677340,903090,651440.0,343130.0,1280000
Bacteroides_caccae,LCOG2982,0,0.0,0,0,0.0,0,0.0,0.0,0,170090.0,0,0.0,0.0,0.0,0,215540,0.0,0.0,0
Bacteroides_caccae,LCOG3015,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3047,18759000,5038100.0,9322700,12307000,12289000.0,2908400,2201900.0,5100100.0,3601400,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3064,0,0.0,0,0,0.0,0,0.0,0.0,0,170090.0,0,0.0,0.0,0.0,0,215540,0.0,0.0,0
Bacteroides_caccae,LCOG3104,2596300,0.0,3425600,2818800,1938100.0,3599900,0.0,0.0,0,614250.0,649970,417150.0,446500.0,674350.0,1296800,903030,1147300.0,1733300.0,929020
Bacteroides_caccae,LCOG3118,0,594100.0,1101600,745980,728440.0,3295700,1825700.0,2521600.0,0,458030.0,233300,408750.0,550980.0,466330.0,365270,843110,549540.0,0.0,374410
Bacteroides_caccae,LCOG3119,7846600,6108000.0,6090600,5473000,7372280.0,10625100,8463510.0,7491040.0,12641600,2709456.0,988090,303356.0,1765440.0,857390.0,1407140,882760,7537250.0,2606260.0,442640
Bacteroides_caccae,LCOG3137,4302800,1968900.0,6025800,2940900,3422100.0,12410000,0.0,0.0,0,1046200.0,1018000,1031900.0,966460.0,913130.0,1105000,0,715550.0,1934800.0,1176100
Bacteroides_caccae,LCOG3147,1690000,2750400.0,3327300,1857000,2010000.0,2121800,5480700.0,3730800.0,6170700,0.0,0,373510.0,285210.0,0.0,856220,713180,125960.0,0.0,0
Bacteroides_caccae,LCOG3152,1759800,1692400.0,3655600,3254100,1893100.0,0,0.0,0.0,0,5846500.0,2668700,3569300.0,3736900.0,7067800.0,1668500,8126600,4465500.0,2774500.0,3291400
Bacteroides_caccae,LCOG3172,21859000,6345300.0,1050000,9442300,4016900.0,8770100,7106300.0,5008900.0,7962300,25317000.0,22620000,24412000.0,19321000.0,26592000.0,14077000,20592000,22418000.0,3809300.0,16928000
Bacteroides_caccae,LCOG3173,17572000,37119000.0,13953000,7232600,22257000.0,34058000,26818000.0,28821000.0,33842000,2983000.0,4787800,3243300.0,2800100.0,5086100.0,12202000,5774000,10841000.0,9487800.0,5035600
Bacteroides_caccae,LCOG3176,0,0.0,0,0,0.0,0,0.0,0.0,0,311100.0,0,310380.0,0.0,201070.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3184,0,0.0,0,0,0.0,0,0.0,0.0,0,161200.0,0,206260.0,281750.0,337480.0,199400,208380,0.0,250710.0,884560
Bacteroides_caccae,LCOG3187,68722000,61114000.0,44917000,55718000,55680000.0,94808000,80080000.0,77452000.0,80688000,16573000.0,17603000,17614000.0,8163900.0,14554000.0,24681000,16546000,24521000.0,24137000.0,20805000
Bacteroides_caccae,LCOG3210,74198000,58324000.0,51333000,46847000,60635000.0,63484000,96749000.0,45779500.0,64875000,25026000.0,23936000,21166500.0,27604900.0,25021900.0,37885000,19685500,30751000.0,39860000.0,28956000
Bacteroides_caccae,LCOG3212,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,361470.0,0.0,0
Bacteroides_caccae,LCOG3250,54172300,74077700.0,65189400,77249430,52132200.0,126176560,113047300.0,116221400.0,106826100,54988990.0,35635200,40354520.0,34132700.0,46754000.0,55537600,58285700,63876600.0,58506800.0,77558300
Bacteroides_caccae,LCOG3266,2125100,3391300.0,2472200,3787600,4617800.0,1449000,3554600.0,1255700.0,4306900,1902800.0,1296600,966940.0,1489700.0,1335300.0,1278400,3500600,3214700.0,1189800.0,2268100
Bacteroides_caccae,LCOG3292,1247700,0.0,4771160,1210400,1048500.0,3357700,3187300.0,11978770.0,4964100,0.0,224890,178530.0,0.0,431500.0,407730,0,214450.0,242530.0,0
Bacteroides_caccae,LCOG3345,3954600,10662000.0,8319100,9259400,4328700.0,8442300,14868000.0,17910000.0,14785000,1702000.0,177480,550270.0,418550.0,1786700.0,596200,5528100,1687600.0,1670500.0,2499500
Bacteroides_caccae,LCOG3391,2672000,2994300.0,3141800,3598800,1114700.0,8440500,9260210.0,6309100.0,6885300,4419000.0,1678800,1271500.0,0.0,1608400.0,3274600,2181600,5191900.0,3213500.0,1965200
Bacteroides_caccae,LCOG3408,28873000,25035000.0,33027000,38487000,10548000.0,58132000,36199000.0,23016000.0,28536000,52927000.0,30810000,30396000.0,41821000.0,21881000.0,49916000,40413000,36878000.0,38920000.0,30863000
Bacteroides_caccae,LCOG3507,0,0.0,1917100,0,0.0,725580,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,561900.0,225490
Bacteroides_caccae,LCOG3525,157220300,151851900.0,139371400,142841470,113372230.0,111346850,147626200.0,112854440.0,152772800,82213010.0,64559690,60810792.0,92271240.0,77461930.0,70615010,107944130,101996140.0,65894020.0,81225440
Bacteroides_caccae,LCOG3533,0,0.0,1917100,0,0.0,725580,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,561900.0,225490
Bacteroides_caccae,LCOG3534,0,0.0,0,0,0.0,0,552800.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,522360.0,299040
Bacteroides_caccae,LCOG3537,3073900,4532800.0,7127920,4307200,3298700.0,6205000,6458300.0,4666300.0,6284500,6499110.0,898880,5213410.0,3298400.0,0.0,6495900,4045400,1932000.0,7158240.0,5531340
Bacteroides_caccae,LCOG3540,0,1096100.0,2698800,1881000,438730.0,1146400,1232000.0,0.0,2098400,2154300.0,1296600,0.0,1630000.0,1893100.0,0,0,1415000.0,0.0,0
Bacteroides_caccae,LCOG3568,0,1096100.0,2698800,1881000,438730.0,1146400,1232000.0,0.0,2098400,2154300.0,1296600,0.0,1630000.0,1893100.0,0,0,1415000.0,0.0,0
Bacteroides_caccae,LCOG3579,0,0.0,0,0,0.0,3850000,3559030.0,6659300.0,2217800,0.0,0,0.0,0.0,0.0,0,0,0.0,665420.0,2133600
Bacteroides_caccae,LCOG3590,5610500,2543100.0,1388400,517410,1872100.0,5376300,7576100.0,7655100.0,3184100,773730.0,2305500,1272200.0,0.0,1489700.0,1700500,1289100,790430.0,1385400.0,1151600
Bacteroides_caccae,LCOG3591,1655100,1661200.0,1603400,1775600,1822920.0,3030200,2300600.0,3474200.0,3311700,0.0,1608100,1573300.0,0.0,1595900.0,2152500,1379400,1254100.0,1762300.0,1239800
Bacteroides_caccae,LCOG3595,252620,0.0,0,1038800,645480.0,0,3707000.0,0.0,0,354600.0,0,476910.0,0.0,1338100.0,0,392250,232320.0,310100.0,420060
Bacteroides_caccae,LCOG3637,101090060,93658400.0,147572200,150589760,107262460.0,310137300,190909785.0,227544820.0,204999360,80257000.0,101312749,57568400.0,87324700.0,71942850.0,125408480,70250520,115856000.0,184945200.0,105841400
Bacteroides_caccae,LCOG3669,1964000,4363700.0,1535800,4797670,1221500.0,12290700,3898300.0,15834000.0,8108700,4589200.0,4496980,4476420.0,4461630.0,3498920.0,1876272,4808100,5671200.0,10508000.0,6336600
Bacteroides_caccae,LCOG3678,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,537910,0.0,0.0,0
Bacteroides_caccae,LCOG3706,0,0.0,0,0,2985900.0,1194400,0.0,0.0,0,923820.0,1175000,1399400.0,1030200.0,1209800.0,2020400,1829600,1999000.0,1189500.0,2094600
Bacteroides_caccae,LCOG3712,0,0.0,0,0,0.0,642800,473380.0,462950.0,315980,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,486790
Bacteroides_caccae,LCOG3717,5657900,6243600.0,13093000,7241100,7994600.0,15047000,9158200.0,20240000.0,11666000,5008500.0,0,4172100.0,4129600.0,5611500.0,5210800,0,10441000.0,5353000.0,7930100
Bacteroides_caccae,LCOG3765,623750,567430.0,586270,607740,591050.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,427060,1270000,0.0,257820.0,368570
Bacteroides_caccae,LCOG3822,0,0.0,2572400,0,1807800.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3829,0,0.0,0,0,0.0,341970,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3831,0,0.0,0,0,0.0,0,0.0,0.0,0,1240900.0,775140,1510200.0,1096700.0,1064700.0,0,892620,446430.0,0.0,0
Bacteroides_caccae,LCOG3832,0,914700.0,0,470280,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG3858,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,651010,0.0,0.0,0.0,0,0,2675000.0,0.0,0
Bacteroides_caccae,LCOG3866,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,181570.0,0.0,0
Bacteroides_caccae,LCOG3867,31061000,22456000.0,21280000,19225000,27110000.0,45512000,47114000.0,42934000.0,25221000,7861900.0,7160900,5038600.0,6173800.0,9492200.0,23393000,12767000,6304100.0,29768000.0,8289800
Bacteroides_caccae,LCOG3968,0,30499.0,0,0,0.0,0,1109200.0,541040.0,5198000,13685000.0,5490700,7069500.0,24437000.0,14039000.0,11770000,29886000,21708000.0,4100300.0,23594000
Bacteroides_caccae,LCOG4105,1651600,0.0,0,405210,3843600.0,5547200,0.0,0.0,0,6724800.0,5942000,2541300.0,7086900.0,5801100.0,7541600,4227900,7632200.0,4594700.0,7277500
Bacteroides_caccae,LCOG4206,242125460,417081280.0,467917500,421914127,307770930.0,824610550,613038100.0,802225330.0,743279700,214136790.0,156453320,177272840.0,199121100.0,232844600.0,282524040,204521350,395778220.0,381056869.0,402523440
Bacteroides_caccae,LCOG4221,1218500,966970.0,0,1113600,1326000.0,1459700,1087100.0,1337600.0,1392500,618690.0,0,0.0,0.0,0.0,0,919710,0.0,0.0,3637500
Bacteroides_caccae,LCOG4225,0,0.0,320700,0,0.0,0,0.0,922510.0,915880,634520.0,0,303720.0,671010.0,0.0,0,0,0.0,0.0,832740
Bacteroides_caccae,LCOG4231,9102000,5093600.0,3112700,7391800,5785400.0,4061400,5780800.0,5362900.0,2621800,12490000.0,10372000,8571800.0,9161900.0,8128800.0,6513800,6149400,7720300.0,9043900.0,7057500
Bacteroides_caccae,LCOG4232,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,1001700,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4289,0,0.0,0,0,0.0,1194500,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4354,0,870730.0,0,0,0.0,0,0.0,215660.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,473760.0,387020
Bacteroides_caccae,LCOG4409,7986500,12425000.0,23921000,30061000,21598000.0,4606800,1995700.0,4368800.0,4445200,12709000.0,5690200,6052700.0,7079500.0,9725800.0,2950200,8837500,13160000.0,10941000.0,14534000
Bacteroides_caccae,LCOG4447,9316600,6379400.0,13513000,8411100,6863100.0,8664600,7924400.0,9901400.0,18281000,11946000.0,9062900,6496300.0,6528900.0,8048600.0,8514300,9895300,11164000.0,14127000.0,9969600
Bacteroides_caccae,LCOG4452,0,0.0,0,0,0.0,0,0.0,0.0,0,267490.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4461,10220000,9605100.0,7299700,6187800,3838500.0,14403000,1890200.0,0.0,1903600,2751700.0,2529000,2707600.0,0.0,5333800.0,4020200,5677300,1457800.0,3110700.0,3965500
Bacteroides_caccae,LCOG4473,0,0.0,614450,0,0.0,0,0.0,0.0,367420,0.0,206260,0.0,227200.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4485,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4632,3687500,1574800.0,1958700,1437900,0.0,3777200,14148000.0,9215900.0,8363200,1439000.0,1368600,1327800.0,389850.0,1159900.0,3217000,1533800,1960500.0,2078600.0,1288500
Bacteroides_caccae,LCOG4637,0,276410.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4656,0,0.0,0,0,0.0,0,0.0,880190.0,1361400,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4659,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,716260,0.0,0.0,598360
Bacteroides_caccae,LCOG4704,0,0.0,0,0,0.0,0,0.0,0.0,0,1272300.0,0,519740.0,0.0,507650.0,0,561110,631920.0,0.0,0
Bacteroides_caccae,LCOG4739,3202600,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0
Bacteroides_caccae,LCOG4770,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,735060,0,0.0,0.0,0
Bacteroides_caccae,LCOG4771,345579210,358747670.0,377297400,386293510,272835160.0,534106438,532931490.0,683661060.0,754658700,135715543.0,133317900,80746550.0,117939170.0,135138508.0,222439340,271327998,238563760.0,277992564.0,240861646
Bacteroides_caccae,LCOG4775,2177900,0.0,0,0,1162800.0,0,0.0,0.0,0,1620370.0,109370,0.0,0.0,0.0,1147320,0,0.0,0.0,0
Bacteroides_caccae,LCOG4783,62233000,4983600.0,0,7680300,9901900.0,338140,6217100.0,6723800.0,7424000,12669000.0,4423700,4404600.0,4626100.0,9363900.0,5301600,28401000,11401000.0,1474000.0,7074900
Bacteroides_caccae,LCOG4799,10084000,19211600.0,10470400,18898810,13559800.0,26878800,31108100.0,24996800.0,23883700,16099410.0,19161050,14108300.0,11351040.0,7123980.0,25668700,16705400,16494900.0,16028200.0,22221200
Bacteroides_caccae,LCOG4938,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,133800.0,0.0,0
Bacteroides_caccae,LCOG4946,379640,381620.0,1117800,0,0.0,707400,1162100.0,1200600.0,893870,539140.0,632330,586200.0,240110.0,289150.0,2273400,1052600,773180.0,589000.0,393520
Bacteroides_caccae,LCOG4980,8215500,7571300.0,7573300,7963800,7592500.0,0,4876900.0,4894700.0,5870400,1343700.0,464960,424940.0,1225200.0,633500.0,1835300,2188300,1796200.0,2636600.0,2213100
Bacteroides_caccae,LCOG4992,672830,0.0,2874800,2662800,238290.0,1013100,1656400.0,1238000.0,1058400,619920.0,357060,346420.0,439880.0,606140.0,867480,859820,662440.0,1159200.0,0
Bacteroides_caccae,LCOG5010,9629400,0.0,291560,5576350,431650.0,5157900,6975500.0,7261300.0,13295970,12298500.0,4434000,6697350.0,11560000.0,11393600.0,1904500,20033000,33256300.0,6724820.0,23361500
Bacteroides_caccae,LCOG5016,0,0.0,0,680900,0.0,0,406240.0,0.0,503400,514620.0,315020,0.0,752260.0,456670.0,0,2771000,2448400.0,0.0,2590100
Bacteroides_caccae,LCOG5263,1918600,2211100.0,2900500,2387900,2593700.0,2543200,617490.0,4172300.0,1612100,684840.0,0,887880.0,694430.0,727690.0,622650,0,0.0,4204200.0,0
Bacteroides_caccae,LCOG5337,140790,0.0,0,0,0.0,1927300,2056400.0,2718800.0,183010,0.0,327420,133670.0,0.0,0.0,286760,0,0.0,0.0,0
Bacteroides_caccae,LCOG5434,1312500,1549100.0,0,2611600,2126000.0,1530000,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,619950.0,0.0,866380
Bacteroides_caccae,LCOG5549,2748100,3356900.0,3302700,1474700,2429400.0,2723700,3813100.0,3591200.0,4272900,3528200.0,2703700,3194500.0,1986000.0,2504000.0,3002290,9878600,9036600.0,2135000.0,18135400
Bacteroides_cellulosilyticus,6T3MN,0,0.0,0,0,0.0,7193500,6573400.0,9573300.0,17069000,0.0,0,0.0,1198100.0,696410.0,5622900,13873000,16777000.0,9927500.0,14353000
Bacteroides_cellulosilyticus,6TA29,0,0.0,0,0,0.0,7052800,4972900.0,1587700.0,0,0.0,0,0.0,0.0,0.0,8403000,6463900,3126700.0,4520900.0,3896200
Bacteroides_cellulosilyticus,6TATR,0,0.0,0,0,0.0,0,1106700.0,0.0,0,0.0,0,0.0,0.0,0.0,528860,826860,0.0,594380.0,1032300
Bacteroides_cellulosilyticus,6TCJQ,0,0.0,0,0,0.0,4323300,3037700.0,2022100.0,1138000,0.0,3035800,2981300.0,503910.0,0.0,2577300,993120,1761300.0,2035400.0,2269500
Bacteroides_cellulosilyticus,6TGKX,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2011600,0,0.0,0.0,0
Bacteroides_cellulosilyticus,6TK7G,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,860940.0,0
Bacteroides_cellulosilyticus,6TKUP,0,0.0,0,0,0.0,0,5788800.0,5372200.0,5945200,0.0,0,0.0,0.0,0.0,8161800,6945300,6081600.0,14384000.0,8155100
Bacteroides_cellulosilyticus,6TU10,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,341420.0,0,2596400,923180.0,2789000.0,1618400
Bacteroides_cellulosilyticus,6TU7C,0,0.0,0,0,232010.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,845880,0,0.0,0.0,0
Bacteroides_cellulosilyticus,6TU7D,0,0.0,513700,230070,713950.0,13288000,19585000.0,20132000.0,16305000,131130.0,97342,51952.0,0.0,234030.0,29847000,44182000,44039000.0,64741000.0,42009000
Bacteroides_cellulosilyticus,6TWM3,0,0.0,0,0,0.0,1452900,1713200.0,0.0,0,0.0,0,0.0,0.0,0.0,1348800,1390100,1165100.0,1701700.0,1176800
Bacteroides_cellulosilyticus,6TX14,0,90042.0,163680,0,0.0,7732400,0.0,1504000.0,173130,663210.0,0,12421.0,0.0,0.0,1509600,28755000,29019000.0,42783000.0,27684000
Bacteroides_cellulosilyticus,6U0ID,0,0.0,0,0,0.0,554770,0.0,0.0,0,0.0,0,0.0,0.0,0.0,325910,816830,0.0,467910.0,1002400
Bacteroides_cellulosilyticus,6U9Y0,0,0.0,0,0,0.0,0,871630.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,1423400
Bacteroides_cellulosilyticus,6UBTP,0,573660.0,0,0,0.0,9143400,9288100.0,9282000.0,4807300,4078300.0,480180,505500.0,899450.0,373740.0,9400100,6036900,10080000.0,21496000.0,14225000
